"Model_ID" "Z" "X" "M" "L" "Teff" "Period" "logP" "V_Skewness" "V_acuteness" "V_M0" "V_err_M0" "V_A1" "V_A1_err" "V_phi1" "V_phi1_err" "V_R21" "V_R21_err" "V_R31" "V_R31_err" "V_P21" "V_P21_err" "V_P31" "V_P31_err" "I_Skewness" "I_acuteness" "I_M0" "I_err_M0" "I_A1" "I_A1_err" "I_phi1" "I_phi1_err" "I_R21" "I_R21_err" "I_R31" "I_R31_err" "I_P21" "I_P21_err" "I_P31" "I_P31_err" "FU_Lin_Period" "FU_Growth_rate" "FO_Lin_Period" "FO_Growth_rate"
5774 0.00054 0.75013 0.8 75 6700 0.49329 -0.307 -0.322 Inf 0.109 0 0.25 0 0.15 0 0.092 0 0.149 0 3.602 0.004 1.18 0.003 -0.326 0.859 -0.313 0 0.151 0 6.28 0 0.078 0 0.156 0 4.36 0.005 1.666 0.003 0.66475 0.0097155 0.49288 0.035605
5775 0.00054 0.75013 0.8 75 6750 0.48035 -0.318 -0.317 Inf 0.105 0 0.266 0 0.159 0 0.103 0 0.137 0 3.203 0.001 1.098 0.001 -0.318 Inf -0.302 0 0.157 0 0.005 0 0.075 0 0.147 0 3.934 0.002 1.596 0.001 0.64768 0.0074747 0.48031 0.032186
5776 0.00054 0.75013 0.8 75 6800 0.46834 -0.329 -0.316 Inf 0.101 0 0.279 0 0.166 0 0.123 0 0.125 0 2.933 0.001 0.968 0.001 -0.311 Inf -0.291 0 0.161 0 0.012 0 0.084 0 0.137 0 3.555 0.001 1.492 0.001 0.63125 0.0052515 0.4682 0.028117
5777 0.00054 0.75013 0.8 75 6850 0.45675 -0.34 -0.305 Inf 0.097 0 0.291 0 0.174 0 0.138 0 0.114 0 2.791 0 0.786 0.001 -0.305 Inf -0.28 0 0.165 0 0.021 0 0.094 0 0.125 0 3.353 0.001 1.339 0 0.61544 0.0034282 0.45656 0.024794
5778 0.00054 0.75013 0.8 75 6900 0.44541 -0.351 -0.303 Inf 0.092 0 0.294 0 0.162 0 0.147 0 0.104 0 2.69 0 0.596 0.001 -0.304 Inf -0.271 0 0.165 0 0.018 0 0.108 0 0.104 0 3.147 0.001 1.141 0.001 0.60018 0.0015214 0.4453 0.020663
5779 0.00054 0.75013 0.8 85 6200 0.98041 -0.009 -0.091 0.942 0.045 0 0.24 0 6.037 0.001 0.327 0.001 0.296 0.001 3.397 0.003 0.861 0.003 -0.088 0.582 -0.525 0 0.161 0 5.767 0.001 0.281 0.001 0.278 0.001 3.779 0.003 1.655 0.004 0.98003 0.033032 0.71996 0.027187
5780 0.00054 0.75013 0.8 85 6250 0.95068 -0.022 -0.091 0.976 0.042 0 0.275 0 6.046 0.001 0.335 0.001 0.248 0.001 3.215 0.004 0.678 0.005 -0.088 0.631 -0.515 0 0.184 0 5.798 0.001 0.299 0.001 0.231 0.001 3.553 0.004 1.391 0.006 0.95003 0.032629 0.69897 0.035393
5781 0.00054 0.75013 0.8 85 6300 0.92258 -0.035 -0.125 0.98 0.04 0 0.309 0 6.082 0.001 0.371 0.001 0.206 0.001 3.059 0.003 0.396 0.005 -0.228 0.736 -0.504 0 0.206 0 5.85 0.001 0.341 0.001 0.191 0.001 3.379 0.003 1.034 0.006 0.9217 0.031049 0.67902 0.039679
5782 0.00054 0.75013 0.8 85 6350 0.89589 -0.048 -0.123 1.016 0.04 0 0.339 0 6.123 0.001 0.415 0.001 0.179 0.001 2.926 0.003 0.051 0.006 -0.229 0.757 -0.491 0 0.224 0 5.894 0.001 0.383 0.001 0.165 0.001 3.255 0.003 0.692 0.007 0.89479 0.028999 0.65987 0.042846
5783 0.00054 0.75013 0.8 85 6400 0.8705 -0.06 -0.201 Inf 0.04 0 0.367 0 6.162 0.001 0.461 0.001 0.173 0.001 2.811 0.003 5.966 0.006 -0.228 0.745 -0.477 0 0.238 0 5.928 0.001 0.424 0.001 0.156 0.001 3.16 0.003 0.377 0.006 0.86921 0.026703 0.64158 0.044655
5784 0.00054 0.75013 0.8 85 6450 0.84621 -0.073 -0.169 Inf 0.04 0 0.393 0 6.193 0.001 0.5 0.001 0.184 0.001 2.71 0.003 5.679 0.006 -0.202 0.751 -0.462 0 0.25 0 5.957 0.001 0.459 0.001 0.16 0.001 3.071 0.003 0.117 0.006 0.84478 0.024229 0.62395 0.046188
5785 0.00054 0.75013 0.8 85 6500 0.82285 -0.085 -0.164 Inf 0.042 0 0.417 0 6.22 0.001 0.529 0.001 0.201 0.001 2.626 0.002 5.498 0.005 -0.165 0.894 -0.448 0 0.263 0 5.989 0.001 0.491 0.001 0.176 0.001 2.985 0.002 6.196 0.005 0.82145 0.022068 0.6071 0.047458
5787 0.00054 0.75013 0.8 85 6600 0.576 -0.24 -0.348 Inf -0.022 0 0.228 0 0.178 0 0.087 0 0.149 0 5.256 0.003 1.301 0.002 -0.35 Inf -0.47 0 0.14 0 0.034 0 0.108 0 0.152 0 5.739 0.003 1.703 0.002 0.77762 0.016181 0.5752 0.043911
5788 0.00054 0.75013 0.8 85 6650 0.5604 -0.252 -0.337 Inf -0.025 0 0.244 0 0.179 0 0.05 0 0.136 0 4.913 0.002 1.292 0.001 -0.342 Inf -0.459 0 0.147 0 0.032 0 0.081 0 0.141 0 5.596 0.002 1.71 0.001 0.75705 0.013035 0.56015 0.040103
5789 0.00054 0.75013 0.8 85 6700 0.54601 -0.263 -0.332 Inf -0.029 0 0.259 0 0.182 0 0.034 0 0.123 0 3.979 0.002 1.296 0.001 -0.335 Inf -0.448 0 0.153 0 0.032 0 0.055 0 0.13 0 5.301 0.002 1.735 0.001 0.73731 0.010031 0.54569 0.0358
5790 0.00054 0.75013 0.8 85 6750 0.53198 -0.274 -0.327 Inf -0.033 0 0.271 0 0.188 0 0.051 0 0.112 0 3.154 0.001 1.278 0.001 -0.328 Inf -0.437 0 0.157 0 0.038 0 0.038 0 0.121 0 4.695 0.002 1.737 0.001 0.71832 0.0073683 0.53176 0.032043
5791 0.00054 0.75013 0.8 85 6800 0.51854 -0.285 -0.32 Inf -0.038 0 0.28 0 0.191 0 0.077 0 0.102 0 2.846 0.001 1.22 0.001 -0.324 Inf -0.426 0 0.159 0 0.039 0 0.04 0 0.112 0 3.935 0.002 1.716 0.001 0.70001 0.0046363 0.5183 0.027105
5792 0.00054 0.75013 0.8 85 6850 0.50562 -0.296 -0.315 Inf -0.043 0 0.286 0 0.193 0 0.099 0 0.092 0 2.702 0 1.12 0 -0.317 Inf -0.416 0 0.16 0 0.042 0 0.052 0 0.102 0 3.486 0.001 1.663 0.001 0.68243 0.002102 0.50535 0.022303
5793 0.00054 0.75013 0.8 95 6350 0.98354 -0.007 -0.124 0.976 -0.082 0 0.349 0 6.129 0.001 0.374 0.001 0.204 0.001 3.025 0.003 0.322 0.005 -0.228 0.808 -0.614 0 0.23 0 5.904 0.001 0.344 0.001 0.19 0.001 3.334 0.003 0.973 0.006 NA NA NA NA
5794 0.00054 0.75013 0.8 95 6400 0.95532 -0.02 -0.2 1.037 -0.082 0 0.377 0 6.121 0.001 0.421 0.001 0.197 0.001 2.91 0.003 6.122 0.005 -0.227 0.818 -0.598 0 0.244 0 5.891 0.001 0.378 0.001 0.179 0.001 3.24 0.003 0.546 0.005 0.9539 0.031651 0.7025 0.05035
5795 0.00054 0.75013 0.8 95 6450 0.92843 -0.032 -0.195 Inf -0.082 0 0.402 0 6.169 0.001 0.466 0.001 0.209 0.001 2.833 0.002 5.772 0.004 -0.203 0.815 -0.583 0 0.256 0 5.933 0.001 0.417 0.001 0.185 0.001 3.187 0.002 0.215 0.004 0.92698 0.028552 0.68323 0.051518
5796 0.00054 0.75013 0.8 95 6500 0.90319 -0.044 -0.167 Inf -0.08 0 0.424 0 6.207 0.001 0.504 0.001 0.224 0.001 2.764 0.003 5.534 0.006 -0.169 0.835 -0.569 0 0.267 0 5.975 0.001 0.457 0.001 0.2 0.001 3.126 0.003 6.231 0.006 0.90125 0.024907 0.66469 0.050306
5798 0.00054 0.75013 0.8 95 6600 0.6302 -0.201 -0.348 Inf -0.143 0 0.238 0 0.256 0 0.092 0 0.151 0 0.091 0.001 1.473 0 -0.35 Inf -0.589 0 0.143 0 0.117 0 0.118 0 0.156 0 0.238 0.001 1.801 0.001 0.85299 0.017086 0.62975 0.043327
5799 0.00054 0.75013 0.8 95 6650 0.61368 -0.212 -0.345 Inf -0.147 0 0.252 0 0.246 0 0.061 0 0.127 0 0.176 0.001 1.419 0.001 -0.346 Inf -0.578 0 0.149 0 0.104 0 0.097 0 0.135 0 0.153 0.001 1.767 0.001 0.83037 0.013543 0.6133 0.039727
5800 0.00054 0.75013 0.8 95 6700 0.59776 -0.223 -0.344 Inf -0.151 0 0.264 0 0.238 0 0.032 0 0.109 0 0.541 0.002 1.401 0.001 -0.341 Inf -0.568 0 0.153 0 0.093 0 0.07 0 0.117 0 0.063 0.001 1.781 0.001 0.8086 0.0098731 0.59741 0.034593
5801 0.00054 0.75013 0.8 95 6750 0.582 -0.235 -0.334 Inf -0.156 0 0.273 0 0.231 0 0.026 0 0.094 0 1.696 0.003 1.401 0.001 -0.333 Inf -0.557 0 0.155 0 0.085 0 0.042 0 0.102 0 6.232 0.002 1.814 0.001 0.78768 0.0064552 0.58211 0.029475
5802 0.00054 0.75013 0.8 95 6800 0.5677 -0.246 -0.326 Inf -0.161 0 0.277 0 0.222 0 0.046 0 0.081 0 2.23 0.002 1.405 0.001 -0.332 Inf -0.547 0 0.155 0 0.075 0 0.018 0 0.091 0 5.982 0.005 1.867 0.001 0.76756 0.0033983 0.56739 0.024307
5803 0.00054 0.75013 0.8 95 6850 0.55349 -0.257 -0.33 Inf -0.168 0 0.274 0 0.203 0 0.066 0 0.069 0 2.351 0.001 1.432 0.001 -0.33 Inf -0.538 0 0.15 0 0.057 0 0.006 0 0.078 0 4.087 0.01 1.972 0.001 0.74819 0.0003785 0.55318 0.018618
5805 0.00054 0.75013 0.8 105 6550 0.70243 -0.153 -0.35 Inf -0.247 0 0.232 0 0.334 0 0.157 0 0.161 0 0.813 0.001 2.024 0.001 -0.355 Inf -0.706 0 0.138 0 0.186 0 0.173 0 0.162 0 0.979 0.001 2.387 0.001 0.95299 0.022364 0.70187 0.046899
5806 0.00054 0.75013 0.8 105 6600 0.68387 -0.165 -0.35 Inf -0.252 0 0.246 0 0.32 0 0.137 0 0.139 0 0.787 0.001 1.826 0.001 -0.354 Inf -0.697 0 0.145 0 0.182 0 0.146 0 0.143 0 0.834 0.001 2.084 0.001 0.92722 0.017888 0.68327 0.042671
5807 0.00054 0.75013 0.8 105 6650 0.66591 -0.177 -0.345 Inf -0.257 0 0.257 0 0.31 0 0.115 0 0.118 0 0.824 0.001 1.687 0.001 -0.345 Inf -0.686 0 0.149 0 0.171 0 0.128 0 0.127 0 0.733 0.001 1.958 0.001 0.90253 0.013448 0.66541 0.037292
5808 0.00054 0.75013 0.8 105 6700 0.64858 -0.188 -0.343 Inf -0.262 0 0.266 0 0.296 0 0.089 0 0.097 0 0.914 0.001 1.621 0.001 -0.344 Inf -0.676 0 0.151 0 0.154 0 0.103 0 0.106 0 0.621 0.001 1.929 0.001 0.87876 0.0093217 0.64817 0.031937
5809 0.00054 0.75013 0.8 105 6750 0.63196 -0.199 -0.333 Inf -0.267 0 0.268 0 0.272 0 0.07 0 0.079 0 1.156 0.001 1.609 0.001 -0.339 Inf -0.666 0 0.15 0 0.13 0 0.078 0 0.088 0 0.549 0.001 1.959 0.001 0.856 0.0052525 0.63159 0.025865
5810 0.00054 0.75013 0.8 105 6800 0.61592 -0.21 -0.338 Inf -0.274 0 0.264 0 0.244 0 0.06 0 0.064 0 1.497 0.001 1.711 0.001 -0.344 Inf -0.657 0 0.144 0 0.101 0 0.053 0 0.072 0 0.45 0.002 2.139 0.001 0.83405 0.0014686 0.61559 0.019523
5811 0.00061 0.74996 0.5 35 6000 0.7543 -0.122 -0.258 Inf 1.035 0 0.027 0 0.646 0 0.244 0 0.054 0 3.117 0 0.131 0.001 -0.28 0.59 0.396 0 0.014 0 0.064 0 0.272 0 0.066 0 4.217 0 1.829 0.001 0.75433 0.0019101 NA NA
5812 0.00061 0.74996 0.5 35 6050 0.72195 -0.141 -0.164 Inf 1.026 0 0.065 0 0.517 0 0.576 0 0.304 0 3.208 0 6.254 0 -0.146 0.372 0.406 0 0.036 0 6.23 0 0.627 0 0.353 0 4.291 0 1.631 0 0.7224 0.0098101 NA NA
5813 0.00061 0.74996 0.5 35 6100 0.69365 -0.159 -0.139 Inf 1.019 0 0.086 0 0.381 0 0.634 0 0.408 0 3.391 0 0.209 0 -0.124 0.376 0.415 0 0.052 0 6.129 0 0.634 0 0.434 0 4.401 0 1.778 0 0.69414 0.016376 NA NA
5814 0.00061 0.74996 0.5 35 6150 0.66834 -0.175 -0.117 Inf 1.012 0 0.108 0 0.229 0 0.588 0 0.439 0 3.566 0 0.476 0.001 -0.101 0.406 0.424 0 0.069 0 6.036 0 0.542 0 0.438 0 4.451 0 1.875 0.001 0.66874 0.020859 NA NA
5815 0.00061 0.74996 0.5 35 6200 0.64537 -0.19 -0.102 Inf 1.005 0 0.134 0 0.073 0 0.508 0 0.426 0 3.676 0.001 0.665 0.001 -0.095 0.458 0.433 0 0.089 0 5.945 0 0.444 0 0.41 0 4.427 0.001 1.875 0.001 0.64564 0.024019 NA NA
5816 0.00061 0.74996 0.5 35 6250 0.62431 -0.205 -0.1 0.919 1 0 0.163 0 6.228 0 0.428 0 0.393 0 3.699 0.001 0.765 0.002 -0.09 0.536 0.441 0 0.11 0 5.873 0 0.364 0.001 0.374 0.001 4.327 0.002 1.808 0.002 0.62445 0.026106 NA NA
5817 0.00061 0.74996 0.5 35 6300 0.60477 -0.218 -0.093 0.949 0.995 0 0.195 0 6.144 0.001 0.369 0.001 0.352 0.001 3.617 0.002 0.789 0.003 -0.093 0.595 0.45 0 0.132 0 5.832 0.001 0.311 0.001 0.333 0.001 4.135 0.003 1.7 0.003 0.60478 0.027329 0.44495 0.0094366
5818 0.00061 0.74996 0.5 35 6350 0.58646 -0.232 -0.09 1.004 0.991 0 0.227 0 6.109 0.001 0.344 0.001 0.304 0.001 3.458 0.004 0.748 0.005 -0.09 0.645 0.46 0 0.155 0 5.827 0.001 0.294 0.001 0.282 0.001 3.883 0.004 1.551 0.005 0.58634 0.027665 0.4321 0.017283
5819 0.00061 0.74996 0.5 35 6400 0.5692 -0.245 -0.126 1.045 0.988 0 0.259 0 6.117 0.001 0.353 0.001 0.254 0.001 3.267 0.004 0.641 0.006 -0.091 0.678 0.47 0 0.177 0 5.854 0.001 0.313 0.001 0.229 0.001 3.634 0.004 1.364 0.005 0.56894 0.027425 0.41987 0.023684
5820 0.00061 0.74996 0.5 35 6450 0.55288 -0.257 -0.123 Inf 0.986 0 0.289 0 6.143 0.001 0.385 0.001 0.207 0.001 3.071 0.003 0.473 0.006 -0.237 0.672 0.481 0 0.196 0 5.89 0.001 0.348 0.001 0.182 0.001 3.424 0.003 1.178 0.006 0.55248 0.026667 0.40819 0.02896
5821 0.00061 0.74996 0.5 35 6500 0.5373 -0.27 -0.093 Inf 0.986 0 0.318 0 6.175 0.001 0.426 0.001 0.176 0.001 2.894 0.003 0.206 0.007 -0.232 0.658 0.494 0 0.211 0 5.923 0.001 0.39 0.001 0.155 0.001 3.26 0.003 0.937 0.006 0.53684 0.025419 0.39704 0.032381
5822 0.00061 0.74996 0.5 35 6550 0.52252 -0.282 -0.198 Inf 0.985 0 0.345 0 6.206 0.001 0.468 0.001 0.168 0.001 2.747 0.003 6.146 0.006 -0.227 0.672 0.507 0 0.224 0 5.953 0.001 0.43 0.001 0.148 0.001 3.128 0.002 0.645 0.005 0.52191 0.023979 0.3863 0.035366
5823 0.00061 0.74996 0.5 35 6600 0.50828 -0.294 -0.165 Inf 0.986 0 0.371 0 6.23 0.001 0.502 0.001 0.181 0.001 2.633 0.003 5.844 0.007 -0.2 0.73 0.52 0 0.237 0 5.98 0.001 0.466 0.001 0.158 0.001 3.018 0.003 0.352 0.006 0.50763 0.02215 0.376 0.036815
5824 0.00061 0.74996 0.5 35 6650 0.49469 -0.306 -0.161 Inf 0.987 0 0.394 0 6.254 0.001 0.523 0.001 0.203 0.001 2.551 0.002 5.633 0.004 -0.16 1.024 0.533 0 0.249 0 6.014 0.001 0.493 0.001 0.182 0.001 2.924 0.002 0.084 0.004 0.49397 0.020216 0.36607 0.038053
5825 0.00061 0.74996 0.5 35 6700 0.48155 -0.317 -0.163 Inf 0.991 0 0.41 0 0.061 0 0.539 0 0.222 0 2.499 0.001 5.529 0.001 -0.162 Inf 0.542 0 0.258 0 6.112 0 0.521 0 0.211 0 2.872 0.001 6.214 0.002 NA NA NA NA
5826 0.00061 0.74996 0.5 35 6750 0.46915 -0.329 -0.165 Inf 0.995 0 0.428 0 0.01 0 0.538 0 0.246 0 2.44 0.001 5.408 0.002 -0.163 Inf 0.559 0 0.269 0 6.074 0.001 0.52 0.001 0.235 0.001 2.786 0.002 6.063 0.003 0.46832 0.015918 0.34735 0.037027
5828 0.00061 0.74996 0.5 35 6850 0.33023 -0.481 -0.333 Inf 0.922 0 0.231 0 0.225 0 0.095 0 0.149 0 4.113 0.005 1.091 0.004 -0.334 0.802 0.537 0 0.133 0 0.046 0 0.116 0 0.146 0 4.971 0.004 1.717 0.003 0.44463 0.011473 0.32996 0.033636
5829 0.00061 0.74996 0.5 35 6900 0.32171 -0.493 -0.328 Inf 0.918 0 0.245 0 0.247 0 0.085 0 0.143 0 3.694 0.001 1.03 0.001 -0.33 Inf 0.548 0 0.138 0 0.067 0 0.092 0 0.142 0 4.716 0.001 1.681 0.001 0.43345 0.0092071 0.32172 0.030825
5830 0.00061 0.74996 0.5 35 6950 0.31389 -0.503 -0.32 Inf 0.915 0 0.259 0 0.256 0 0.089 0 0.136 0 3.315 0.001 0.94 0.001 -0.323 Inf 0.558 0 0.143 0 0.083 0 0.076 0 0.136 0 4.279 0.001 1.596 0.001 0.42268 0.0071306 0.31379 0.028071
5831 0.00061 0.74996 0.5 35 7000 0.30625 -0.514 -0.317 Inf 0.912 0 0.267 0 0.258 0 0.097 0 0.129 0 3.069 0.001 0.833 0 -0.313 Inf 0.567 0 0.148 0 0.102 0 0.075 0 0.121 0 3.685 0.001 1.45 0.001 0.41232 0.0050515 0.30613 0.024507
5832 0.00061 0.74996 0.5 35 7050 0.29887 -0.525 -0.317 Inf 0.908 0 0.272 0 0.257 0 0.103 0 0.123 0 2.906 0 0.701 0 -0.313 Inf 0.576 0 0.151 0 0.116 0 0.087 0 0.108 0 3.253 0.001 1.265 0.001 0.40229 0.0030887 0.29872 0.021053
5833 0.00061 0.74996 0.5 35 7100 0.29168 -0.535 -0.311 Inf 0.904 0 0.271 0 0.249 0 0.106 0 0.114 0 2.78 0.001 0.553 0.001 -0.311 Inf 0.584 0 0.15 0 0.123 0 0.101 0 0.097 0 2.934 0.001 1.038 0.001 0.39262 0.0012276 0.29158 0.01735
5834 0.00061 0.74996 0.5 45 5950 0.96152 -0.017 -0.2 0.425 0.765 0 0.046 0 0.728 0 0.67 0 0.17 0 3.838 0 1.4 0 -0.399 0.348 0.113 0 0.028 0 0.016 0 0.638 0 0.182 0 5.184 0 3.517 0 0.96214 0.015183 NA NA
5835 0.00061 0.74996 0.5 45 6000 0.92088 -0.036 -0.155 0.41 0.758 0 0.063 0 0.237 0 0.766 0 0.372 0 3.953 0 1.377 0 -0.377 0.277 0.123 0 0.041 0 5.847 0 0.682 0 0.37 0 5.231 0 3.333 0 0.92172 0.026594 NA NA
5836 0.00061 0.74996 0.5 45 6050 0.88475 -0.053 -0.112 0.466 0.75 0 0.081 0 0.183 0 0.721 0 0.456 0 4.102 0 1.44 0.001 -0.102 0.294 0.133 0 0.055 0 5.879 0 0.615 0 0.428 0 5.221 0.001 3.151 0.001 0.88547 0.034979 NA NA
5837 0.00061 0.74996 0.5 45 6100 0.85236 -0.069 -0.116 0.562 0.743 0 0.104 0 0.081 0 0.615 0 0.462 0 4.194 0.001 1.518 0.001 -0.097 0.346 0.142 0 0.071 0 5.87 0 0.505 0 0.424 0 5.124 0.001 2.964 0.001 0.85286 0.04025 NA NA
5838 0.00061 0.74996 0.5 45 6150 0.8228 -0.085 -0.107 0.61 0.736 0 0.132 0 6.197 0 0.499 0 0.433 0 4.228 0.001 1.568 0.001 -0.097 0.376 0.151 0 0.091 0 5.782 0 0.397 0 0.394 0 4.992 0.001 2.781 0.001 0.8231 0.043985 NA NA
5839 0.00061 0.74996 0.5 45 6200 0.79551 -0.099 -0.097 0.678 0.73 0 0.164 0 6.076 0 0.399 0 0.397 0 4.186 0.001 1.574 0.002 -0.091 0.403 0.16 0 0.113 0 5.723 0 0.312 0 0.361 0 4.814 0.001 2.611 0.002 0.79563 0.046053 0.57869 0.0037408
5840 0.00061 0.74996 0.5 45 6250 0.7701 -0.113 -0.092 0.783 0.725 0 0.196 0 6.018 0.001 0.324 0.001 0.36 0.001 4.059 0.002 1.542 0.003 -0.087 0.433 0.169 0 0.135 0 5.71 0.001 0.253 0.001 0.328 0.001 4.575 0.003 2.452 0.003 0.77 0.047317 0.56159 0.01616
5841 0.00061 0.74996 0.5 45 6300 0.74628 -0.127 -0.09 0.883 0.72 0 0.229 0 6.008 0.001 0.283 0.001 0.325 0.001 3.842 0.003 1.472 0.003 -0.088 0.453 0.178 0 0.157 0 5.732 0.001 0.225 0.001 0.296 0.001 4.252 0.004 2.29 0.004 0.74596 0.046637 0.54534 0.023864
5842 0.00061 0.74996 0.5 45 6350 0.7238 -0.14 -0.092 0.946 0.717 0 0.261 0 6.01 0.001 0.271 0.001 0.29 0.001 3.585 0.004 1.349 0.004 -0.28 0.479 0.188 0 0.178 0 5.758 0.001 0.227 0.001 0.261 0.001 3.905 0.004 2.095 0.004 0.72328 0.04592 0.52983 0.03213
5843 0.00061 0.74996 0.5 45 6400 0.70248 -0.153 -0.126 0.969 0.714 0 0.293 0 6.017 0.001 0.285 0.001 0.252 0.001 3.348 0.003 1.158 0.004 -0.26 0.577 0.198 0 0.199 0 5.783 0.001 0.252 0.001 0.225 0.001 3.624 0.003 1.844 0.004 0.70183 0.043731 0.51502 0.036542
5844 0.00061 0.74996 0.5 45 6450 0.68216 -0.166 -0.124 0.98 0.712 0 0.322 0 6.04 0.001 0.312 0.001 0.223 0.001 3.184 0.004 0.894 0.006 -0.25 0.681 0.209 0 0.216 0 5.807 0.001 0.278 0.001 0.2 0.001 3.466 0.004 1.598 0.006 0.68141 0.041261 0.50078 0.040823
5845 0.00061 0.74996 0.5 45 6500 0.66286 -0.179 -0.124 0.984 0.712 0 0.348 0 6.083 0.001 0.347 0.001 0.206 0.001 3.082 0.004 0.546 0.006 -0.255 0.764 0.222 0 0.23 0 5.843 0.001 0.304 0.001 0.187 0.001 3.394 0.004 1.296 0.006 0.66195 0.038332 0.48711 0.043587
5846 0.00061 0.74996 0.5 45 6550 0.64457 -0.191 -0.199 0.976 0.712 0 0.373 0 6.137 0.001 0.39 0.001 0.204 0.001 3.002 0.003 0.122 0.006 -0.25 0.799 0.236 0 0.243 0 5.892 0.001 0.339 0.001 0.185 0.001 3.348 0.003 0.919 0.006 0.6434 0.035149 0.47396 0.045601
5847 0.00061 0.74996 0.5 45 6600 0.62686 -0.203 -0.195 Inf 0.712 0 0.395 0 6.185 0.001 0.435 0.001 0.215 0.001 2.928 0.004 6.009 0.007 -0.226 0.805 0.248 0 0.253 0 5.941 0.001 0.381 0.001 0.194 0.001 3.295 0.004 0.504 0.006 0.62565 0.031623 0.46132 0.04601
5848 0.00061 0.74996 0.5 45 6650 0.60962 -0.215 -0.193 Inf 0.714 0 0.413 0 6.223 0.001 0.476 0.001 0.232 0.001 2.858 0.002 5.722 0.004 -0.173 0.838 0.261 0 0.263 0 5.986 0.001 0.428 0.001 0.214 0.001 3.231 0.002 0.155 0.004 0.60866 0.028143 0.44915 0.045636
5850 0.00061 0.74996 0.5 45 6750 0.42618 -0.37 -0.355 Inf 0.654 0 0.22 0 0.36 0 0.118 0 0.143 0 0.155 0.002 1.591 0.002 -0.359 Inf 0.246 0 0.126 0 0.192 0 0.164 0 0.144 0 0.276 0.002 2.052 0.002 0.57676 0.02022 0.42613 0.040443
5851 0.00061 0.74996 0.5 45 6800 0.41544 -0.381 -0.35 Inf 0.65 0 0.234 0 0.355 0 0.092 0 0.123 0 0.177 0.001 1.519 0.001 -0.356 Inf 0.257 0 0.131 0 0.189 0 0.142 0 0.122 0 0.186 0.001 2.003 0.001 0.56174 0.016539 0.41523 0.037374
5852 0.00061 0.74996 0.5 45 6850 0.40497 -0.393 -0.345 Inf 0.645 0 0.244 0 0.346 0 0.063 0 0.105 0 0.268 0.002 1.476 0.001 -0.349 Inf 0.267 0 0.134 0 0.181 0 0.117 0 0.104 0 0.094 0.001 2.019 0.001 0.54732 0.012804 0.40471 0.033404
5853 0.00061 0.74996 0.5 45 6900 0.39484 -0.404 -0.338 Inf 0.64 0 0.251 0 0.333 0 0.037 0 0.09 0 0.577 0.003 1.441 0.001 -0.341 Inf 0.277 0 0.136 0 0.168 0 0.088 0 0.091 0 0.031 0.001 2.093 0.002 0.53347 0.0093766 0.39461 0.029145
5854 0.00061 0.74996 0.5 45 6950 0.38507 -0.414 -0.34 Inf 0.636 0 0.254 0 0.317 0 0.026 0 0.08 0 1.302 0.003 1.419 0.001 -0.336 Inf 0.287 0 0.136 0 0.154 0 0.057 0 0.082 0 0.136 0.002 2.275 0.001 0.5201 0.0058945 0.38484 0.024123
5855 0.00061 0.74996 0.5 45 7000 0.37562 -0.425 -0.337 Inf 0.631 0 0.25 0 0.297 0 0.032 0 0.072 0 1.886 0.001 1.41 0.001 -0.336 Inf 0.295 0 0.133 0 0.14 0 0.034 0 0.077 0 0.693 0.002 2.429 0.001 0.50722 0.0024492 0.3754 0.018363
5856 0.00061 0.74996 0.5 55 6150 0.97501 -0.011 -0.099 0.6 0.516 0 0.147 0 6.1 0 0.408 0 0.316 0 4.868 0.001 2.163 0.002 -0.349 0.381 -0.068 0 0.104 0 5.711 0 0.293 0 0.274 0 5.66 0.001 3.291 0.002 0.97436 0.070145 0.70066 0.0057562
5857 0.00061 0.74996 0.5 55 6200 0.94301 -0.025 -0.094 0.631 0.51 0 0.18 0 6.064 0.001 0.318 0.001 0.282 0.001 4.734 0.002 2.127 0.003 -0.09 0.449 -0.059 0 0.125 0 5.73 0.001 0.226 0.001 0.246 0.001 5.412 0.003 3.107 0.003 0.94213 0.070164 0.67992 0.016802
5858 0.00061 0.74996 0.5 55 6250 0.91291 -0.04 -0.093 0.656 0.505 0 0.215 0 6.003 0.001 0.248 0.001 0.255 0.001 4.468 0.003 2.082 0.003 -0.285 0.486 -0.05 0 0.147 0 5.711 0.001 0.173 0.001 0.225 0.001 5.008 0.004 2.956 0.004 0.91179 0.068948 0.66009 0.026443
5859 0.00061 0.74996 0.5 55 6300 0.88458 -0.053 -0.093 0.681 0.5 0 0.25 0 5.977 0.001 0.211 0.001 0.231 0.001 4.079 0.004 2.032 0.005 -0.282 0.524 -0.04 0 0.17 0 5.716 0.001 0.153 0.001 0.204 0.001 4.444 0.006 2.833 0.005 0.88332 0.06679 0.64127 0.033931
5860 0.00061 0.74996 0.5 55 6350 0.85778 -0.067 -0.091 0.709 0.497 0 0.284 0 5.986 0.001 0.213 0.001 0.208 0.001 3.668 0.004 1.945 0.005 -0.277 0.548 -0.03 0 0.192 0 5.747 0.001 0.173 0.001 0.183 0.001 3.922 0.005 2.698 0.005 0.85634 0.063697 0.62318 0.040387
