"Model_ID" "Z" "X" "M" "L" "Teff" "Period" "logP" "V_Skewness" "V_acuteness" "V_M0" "V_err_M0" "V_A1" "V_A1_err" "V_phi1" "V_phi1_err" "V_R21" "V_R21_err" "V_R31" "V_R31_err" "V_P21" "V_P21_err" "V_P31" "V_P31_err" "I_Skewness" "I_acuteness" "I_M0" "I_err_M0" "I_A1" "I_A1_err" "I_phi1" "I_phi1_err" "I_R21" "I_R21_err" "I_R31" "I_R31_err" "I_P21" "I_P21_err" "I_P31" "I_P31_err" "FU_Lin_Period" "FU_Growth_rate" "FO_Lin_Period" "FO_Growth_rate"
5666 0.00054 0.75013 0.75 95 6600 0.65654 -0.183 -0.35 Inf -0.143 0 0.239 0 0.336 0 0.149 0 0.146 0 0.816 0.001 1.922 0.001 -0.359 Inf -0.589 0 0.14 0 0.192 0 0.158 0 0.149 0 0.899 0.001 2.206 0.001 0.8902 0.020183 0.65591 0.043966
5667 0.00054 0.75013 0.75 95 6650 0.63921 -0.194 -0.343 Inf -0.148 0 0.251 0 0.329 0 0.128 0 0.125 0 0.806 0.001 1.763 0.001 -0.34 Inf -0.578 0 0.145 0 0.187 0 0.141 0 0.132 0 0.768 0.001 2.039 0.001 0.86644 0.015658 0.63874 0.038962
5668 0.00054 0.75013 0.75 95 6700 0.62258 -0.206 -0.346 Inf -0.153 0 0.26 0 0.316 0 0.102 0 0.103 0 0.844 0.001 1.674 0.001 -0.341 Inf -0.568 0 0.148 0 0.173 0 0.119 0 0.111 0 0.651 0.001 1.986 0.001 0.84355 0.011368 0.62215 0.033863
5669 0.00054 0.75013 0.75 95 6750 0.60658 -0.217 -0.335 Inf -0.158 0 0.266 0 0.299 0 0.079 0 0.085 0 0.995 0.001 1.642 0.001 -0.343 Inf -0.558 0 0.148 0 0.153 0 0.094 0 0.092 0 0.555 0.001 1.999 0.001 0.8216 0.0073575 0.60621 0.028455
5670 0.00054 0.75013 0.75 95 6800 0.59118 -0.228 -0.336 Inf -0.165 0 0.263 0 0.271 0 0.064 0 0.068 0 1.284 0.001 1.693 0.001 -0.337 Inf -0.548 0 0.145 0 0.125 0 0.068 0 0.075 0 0.461 0.001 2.118 0.001 0.80053 0.0033311 0.59085 0.022213
5671 0.00054 0.75013 0.75 105 6550 0.73191 -0.136 -0.335 Inf -0.247 0 0.234 0 0.546 0 0.208 0 0.141 0 1.407 0.001 2.759 0.001 -0.329 Inf -0.705 0 0.136 0 0.38 0 0.21 0 0.135 0 1.58 0.001 3.141 0.001 0.99492 0.026277 0.73094 0.046092
5672 0.00054 0.75013 0.75 105 6600 0.71227 -0.147 -0.323 Inf -0.252 0 0.244 0 0.477 0 0.202 0 0.127 0 1.308 0 2.474 0.001 -0.339 Inf -0.696 0 0.14 0 0.323 0 0.196 0 0.12 0 1.424 0.001 2.729 0.001 0.96789 0.020651 0.7116 0.040987
5673 0.00054 0.75013 0.75 105 6650 0.6935 -0.159 -0.331 Inf -0.258 0 0.252 0 0.379 0 0.18 0 0.109 0 1.214 0 2.249 0.001 -0.343 Inf -0.686 0 0.142 0 0.234 0 0.172 0 0.11 0 1.23 0.001 2.434 0.001 0.94192 0.015416 0.69297 0.035646
5674 0.00054 0.75013 0.75 105 6700 0.67541 -0.17 -0.343 Inf -0.264 0 0.256 0 0.353 0 0.149 0 0.087 0 1.139 0.001 2.111 0.001 -0.343 Inf -0.676 0 0.142 0 0.209 0 0.146 0 0.091 0 1.014 0.001 2.326 0.001 0.91695 0.010223 0.67499 0.029194
5675 0.00054 0.75013 0.75 105 6750 0.65807 -0.182 -0.344 Inf -0.271 0 0.252 0 0.324 0 0.119 0 0.068 0 1.148 0.001 2.09 0.001 -0.354 Inf -0.667 0 0.138 0 0.18 0 0.118 0 0.073 0 0.831 0.001 2.364 0.001 0.89303 0.0054945 0.65773 0.022809
5676 0.00054 0.75013 0.75 105 6800 0.6413 -0.193 -0.345 Inf -0.279 0 0.237 0 0.299 0 0.094 0 0.053 0 1.239 0 2.24 0.001 -0.354 Inf -0.659 0 0.127 0 0.154 0 0.091 0 0.059 0 0.67 0.001 2.661 0.001 0.86997 0.00080911 0.64104 0.015497
5677 0.00054 0.75013 0.8 35 6200 0.47637 -0.322 -0.342 Inf 1.008 0 0.006 0 0.819 0 0.008 0 0.008 0 2.016 0.002 1.56 0.002 -0.33 Inf 0.434 0 0.003 0 0.494 0 0.027 0 0.01 0 3.045 0.001 5.697 0.002 0.47636 0.0011103 NA NA
5681 0.00054 0.75013 0.8 35 6400 0.41892 -0.378 -0.214 Inf 0.992 0 0.226 0 0.376 0.001 0.122 0.001 0.124 0.001 3.486 0.005 3.128 0.005 -0.224 0.965 0.47 0 0.141 0 0.111 0.001 0.097 0.001 0.14 0.001 4.02 0.008 3.89 0.006 0.41868 0.0037574 0.31316 0.0031725
5682 0.00054 0.75013 0.8 35 6450 0.40702 -0.39 -0.218 Inf 0.989 0 0.252 0 0.295 0.001 0.07 0.001 0.151 0.001 3.334 0.01 2.986 0.005 -0.284 1.016 0.48 0 0.16 0 0.047 0.001 0.039 0.001 0.17 0.001 3.671 0.021 3.674 0.005 0.40679 0.0039185 0.30451 0.0059574
5690 0.00054 0.75013 0.8 35 6850 0.24754 -0.606 -0.286 Inf 0.941 0 0.272 0 0.183 0 0.342 0 0.055 0 2.332 0.001 5.582 0.008 -0.299 Inf 0.545 0 0.162 0 0.025 0 0.306 0 0.052 0 2.617 0.002 0.032 0.009 0.32973 0.0023794 0.2479 0.011663
5691 0.00054 0.75013 0.8 35 6900 0.24241 -0.615 -0.282 Inf 0.939 0 0.296 0 0.193 0 0.372 0 0.052 0 2.225 0.001 5.241 0.007 -0.285 Inf 0.554 0 0.177 0 0.05 0 0.351 0 0.048 0 2.48 0.001 5.688 0.008 0.32172 0.0020536 0.24199 0.011232
5692 0.00054 0.75013 0.8 35 6950 0.23618 -0.627 -0.278 Inf 0.94 0 0.313 0 0.189 0 0.389 0 0.054 0 2.176 0.001 4.946 0.006 -0.282 Inf 0.565 0 0.188 0 0.059 0 0.379 0 0.056 0 2.411 0.001 5.175 0.006 0.31398 0.0016911 0.23627 0.010467
5693 0.00054 0.75013 0.8 35 7000 0.23083 -0.637 -0.271 Inf 0.941 0 0.325 0 0.168 0 0.402 0 0.062 0 2.146 0.001 4.762 0.007 -0.274 Inf 0.575 0 0.197 0 0.051 0 0.404 0 0.071 0 2.363 0.001 4.893 0.006 0.30651 0.0013327 0.23076 0.009621
5694 0.00054 0.75013 0.8 35 7050 0.22562 -0.647 -0.261 Inf 0.942 0 0.336 0 0.148 0 0.409 0 0.07 0 2.124 0.001 4.682 0.004 -0.277 Inf 0.586 0 0.204 0 0.041 0 0.419 0 0.083 0 2.324 0.001 4.766 0.003 0.29929 0.00099981 0.22542 0.0087207
5695 0.00054 0.75013 0.8 35 7100 0.22027 -0.657 -0.257 Inf 0.943 0 0.345 0 0.132 0 0.41 0 0.078 0 2.109 0 4.64 0.002 -0.275 Inf 0.597 0 0.209 0 0.031 0 0.422 0 0.089 0 2.298 0.001 4.72 0.002 0.2923 0.00067705 0.22026 0.0077567
5696 0.00054 0.75013 0.8 35 7150 0.2155 -0.667 -0.259 Inf 0.942 0 0.348 0 0.101 0 0.403 0 0.08 0 2.111 0.001 4.627 0.003 -0.274 Inf 0.608 0 0.21 0 0.006 0 0.421 0 0.088 0 2.282 0.001 4.679 0.003 0.28555 0.00034891 0.21528 0.0066018
5699 0.00054 0.75013 0.8 45 6150 0.6018 -0.221 -0.156 Inf 0.744 0 0.127 0 0.59 0 0.399 0 0.275 0 2.646 0 5.142 0 -0.147 Inf 0.154 0 0.071 0 0.214 0 0.439 0 0.315 0 3.342 0 6.252 0 0.60183 0.0040207 NA NA
5700 0.00054 0.75013 0.8 45 6200 0.58127 -0.236 -0.133 Inf 0.738 0 0.155 0 0.473 0 0.358 0 0.308 0 2.753 0 5.227 0 -0.13 Inf 0.163 0 0.091 0 0.111 0 0.364 0 0.337 0 3.404 0 0.008 0 0.58119 0.0055899 NA NA
5701 0.00054 0.75013 0.8 45 6250 0.5626 -0.25 -0.123 Inf 0.733 0 0.183 0 0.386 0 0.284 0 0.29 0 2.778 0.001 5.263 0.001 -0.123 0.876 0.172 0 0.112 0 0.056 0 0.274 0 0.307 0 3.337 0.001 6.232 0.001 0.56242 0.0065361 NA NA
5702 0.00054 0.75013 0.8 45 6300 0.54535 -0.263 -0.113 Inf 0.728 0 0.214 0 0.286 0 0.218 0 0.25 0 2.67 0.001 5.2 0.001 -0.114 0.862 0.181 0 0.134 0 6.272 0 0.205 0 0.258 0 3.106 0.001 6.06 0.001 0.5451 0.007161 0.40545 0.0038491
5703 0.00054 0.75013 0.8 45 6350 0.52926 -0.276 -0.106 Inf 0.725 0 0.247 0 0.218 0 0.185 0 0.207 0 2.465 0.002 4.995 0.002 -0.11 0.862 0.191 0 0.157 0 6.231 0 0.179 0 0.211 0 2.775 0.003 5.735 0.003 0.52892 0.0074198 0.39376 0.0083576
5704 0.00054 0.75013 0.8 45 6400 0.51413 -0.289 -0.102 Inf 0.723 0 0.28 0 0.18 0.001 0.186 0.001 0.183 0.001 2.251 0.003 4.693 0.003 -0.208 0.949 0.202 0 0.179 0 6.213 0.001 0.186 0.001 0.184 0.001 2.498 0.004 5.339 0.004 0.51373 0.0075772 0.38274 0.012356
5705 0.00054 0.75013 0.8 45 6450 0.4998 -0.301 -0.304 Inf 0.722 0 0.314 0 0.159 0 0.202 0 0.181 0 2.123 0.002 4.365 0.002 -0.208 1.062 0.214 0 0.2 0 6.205 0 0.2 0 0.18 0 2.35 0.003 4.962 0.003 0.49936 0.0075009 0.37229 0.01527
5706 0.00054 0.75013 0.8 45 6500 0.48616 -0.313 -0.288 Inf 0.722 0 0.347 0 0.151 0 0.228 0 0.198 0 2.081 0.002 4.125 0.002 -0.177 Inf 0.227 0 0.218 0 6.206 0 0.217 0 0.193 0 2.299 0.002 4.687 0.003 0.48568 0.0072293 0.36227 0.017266
5713 0.00054 0.75013 0.8 45 6850 0.30243 -0.519 -0.293 Inf 0.663 0 0.285 0 0.126 0 0.291 0 0.098 0 2.673 0.001 5.441 0.002 -0.231 Inf 0.272 0 0.17 0 6.248 0 0.244 0 0.095 0 3.034 0.001 6.024 0.002 0.40471 0.0033404 0.3027 0.017686
5714 0.00054 0.75013 0.8 45 6900 0.29558 -0.529 -0.288 Inf 0.661 0 0.301 0 0.13 0 0.32 0 0.093 0 2.59 0.001 5.103 0.002 -0.289 Inf 0.282 0 0.179 0 6.264 0 0.285 0 0.092 0 2.921 0.001 5.523 0.002 0.39482 0.0026706 0.2954 0.016317
5715 0.00054 0.75013 0.8 45 6950 0.28832 -0.54 -0.283 Inf 0.66 0 0.313 0 0.118 0 0.339 0 0.091 0 2.536 0 4.863 0.002 -0.289 Inf 0.291 0 0.186 0 6.264 0 0.317 0 0.097 0 2.838 0.001 5.159 0.002 0.38526 0.0019953 0.28835 0.014691
5716 0.00054 0.75013 0.8 45 7000 0.28163 -0.55 -0.278 Inf 0.66 0 0.321 0 0.102 0 0.353 0 0.086 0 2.493 0 4.709 0.001 -0.28 Inf 0.301 0 0.192 0 6.261 0 0.344 0 0.102 0 2.765 0 4.907 0.001 0.37605 0.0013575 0.28155 0.01297
5717 0.00054 0.75013 0.8 45 7050 0.27508 -0.561 -0.276 Inf 0.659 0 0.328 0 0.086 0 0.359 0 0.081 0 2.459 0 4.604 0.001 -0.286 Inf 0.311 0 0.196 0 6.257 0 0.362 0 0.103 0 2.696 0 4.718 0.001 0.36714 0.00076438 0.27498 0.011253
5718 0.00054 0.75013 0.8 45 7100 0.26869 -0.571 -0.275 Inf 0.658 0 0.329 0 0.061 0 0.357 0 0.073 0 2.429 0 4.554 0.001 -0.288 Inf 0.321 0 0.197 0 6.243 0 0.369 0 0.096 0 2.632 0 4.602 0.001 0.35852 0.00017857 0.26862 0.0093327
5719 0.00054 0.75013 0.8 55 6000 0.79221 -0.101 -0.325 Inf 0.545 0 0.007 0 0.717 0 0.037 0 0.001 0 2.726 0 5.917 0.026 -0.324 Inf -0.091 0 0.004 0 0.237 0 0.05 0 0.004 0 3.649 0.001 0.183 0.007 0.79216 0.0010159 NA NA
5720 0.00054 0.75013 0.8 55 6050 0.76015 -0.119 -0.193 Inf 0.538 0 0.095 0 0.579 0 0.478 0 0.247 0 2.807 0 5.443 0 -0.159 0.742 -0.082 0 0.051 0 0.135 0 0.542 0 0.298 0 3.641 0 0.45 0 0.76038 0.0049486 NA NA
5721 0.00054 0.75013 0.8 55 6100 0.73209 -0.135 -0.161 Inf 0.531 0 0.122 0 0.428 0 0.511 0 0.328 0 2.941 0 5.758 0 -0.132 0.704 -0.072 0 0.071 0 6.282 0 0.533 0 0.362 0 3.737 0 0.726 0 0.73222 0.0077403 NA NA
5722 0.00054 0.75013 0.8 55 6150 0.70689 -0.151 -0.142 Inf 0.525 0 0.149 0 0.296 0 0.471 0 0.364 0 3.021 0 6.006 0 -0.112 0.739 -0.063 0 0.091 0 6.187 0 0.459 0 0.379 0 3.73 0 0.87 0 0.70691 0.0099187 NA NA
5723 0.00054 0.75013 0.8 55 6200 0.68384 -0.165 -0.133 Inf 0.52 0 0.178 0 0.204 0 0.405 0 0.362 0 2.993 0.001 6.141 0.001 -0.102 0.776 -0.054 0 0.114 0 6.14 0 0.381 0 0.363 0 3.594 0.001 0.876 0.001 0.68372 0.01115 NA NA
5724 0.00054 0.75013 0.8 55 6250 0.66256 -0.179 -0.125 Inf 0.516 0 0.211 0 0.118 0 0.351 0 0.335 0 2.834 0.001 6.152 0.001 -0.101 0.825 -0.044 0 0.137 0 6.095 0 0.33 0 0.331 0 3.326 0.001 0.766 0.002 0.66231 0.011937 0.49082 0.0073089
5725 0.00054 0.75013 0.8 55 6300 0.64271 -0.192 -0.117 Inf 0.512 0 0.244 0 0.059 0 0.327 0.001 0.3 0.001 2.618 0.002 6.027 0.002 -0.115 0.828 -0.034 0 0.159 0 6.066 0.001 0.315 0.001 0.292 0.001 3.026 0.002 0.54 0.003 0.64234 0.012334 0.47652 0.013759
5726 0.00054 0.75013 0.8 55 6350 0.62403 -0.205 -0.111 Inf 0.51 0 0.277 0 0.049 0 0.332 0 0.268 0 2.424 0.001 5.788 0.002 -0.215 0.859 -0.024 0 0.181 0 6.076 0 0.328 0 0.257 0 2.781 0.001 0.216 0.002 0.62354 0.01236 0.46296 0.018506
5727 0.00054 0.75013 0.8 55 6400 0.60634 -0.217 -0.182 Inf 0.509 0 0.311 0 0.054 0 0.345 0 0.251 0 2.28 0.001 5.469 0.002 -0.217 0.931 -0.012 0 0.201 0 6.092 0 0.341 0 0.237 0 2.607 0.001 6.156 0.001 0.60576 0.012106 0.45009 0.021985
5728 0.00054 0.75013 0.8 55 6450 0.58952 -0.23 -0.172 Inf 0.508 0 0.343 0 0.063 0 0.362 0 0.256 0 2.196 0.001 5.146 0.001 -0.194 0.984 0.002 0 0.218 0 6.108 0 0.353 0 0.24 0 2.504 0.001 5.826 0.001 0.58887 0.011698 0.43778 0.025193
5729 0.00054 0.75013 0.8 55 6500 0.57347 -0.241 -0.16 Inf 0.509 0 0.374 0 0.077 0 0.376 0 0.275 0 2.157 0.001 4.884 0.001 -0.18 1.053 0.016 0 0.234 0 6.129 0 0.36 0 0.257 0 2.448 0.001 5.547 0.002 0.57276 0.010979 0.42601 0.026732
5730 0.00054 0.75013 0.8 55 6550 0.55799 -0.253 -0.145 Inf 0.51 0 0.402 0 0.094 0 0.388 0.001 0.293 0.001 2.145 0.002 4.697 0.002 -0.144 Inf 0.029 0 0.25 0 6.157 0.001 0.37 0.001 0.279 0.001 2.426 0.002 5.316 0.003 0.55734 0.01017 0.4147 0.027925
5731 0.00054 0.75013 0.8 55 6600 0.54332 -0.265 -0.136 Inf 0.514 0 0.425 0 0.109 0.001 0.396 0.001 0.304 0.001 2.141 0.002 4.571 0.003 -0.136 Inf 0.043 0 0.264 0 6.186 0.001 0.38 0.001 0.297 0.001 2.414 0.002 5.148 0.003 0.54257 0.0092674 0.40387 0.028344
5735 0.00054 0.75013 0.8 55 6800 0.36394 -0.439 -0.184 Inf 0.444 0 0.274 0 0.102 0 0.202 0 0.145 0 2.905 0.002 0.026 0.002 -0.28 0.898 0.045 0 0.163 0 6.223 0 0.153 0 0.15 0 3.308 0.002 0.613 0.002 0.48907 0.0048821 0.36441 0.023791
5736 0.00054 0.75013 0.8 55 6850 0.3553 -0.449 -0.246 Inf 0.441 0 0.29 0 0.103 0 0.224 0 0.128 0 2.798 0.001 6.034 0.001 -0.279 0.931 0.055 0 0.171 0 6.23 0 0.177 0 0.132 0 3.2 0.001 0.314 0.001 0.47693 0.0038308 0.35545 0.021829
5737 0.00054 0.75013 0.8 55 6900 0.34699 -0.46 -0.246 Inf 0.438 0 0.303 0 0.094 0 0.241 0 0.115 0 2.729 0.001 5.747 0.001 -0.249 1 0.065 0 0.177 0 6.233 0 0.206 0 0.116 0 3.096 0.001 6.177 0.001 0.46521 0.0028456 0.3468 0.019885
5738 0.00054 0.75013 0.8 55 6950 0.33847 -0.47 -0.245 Inf 0.436 0 0.313 0 0.089 0 0.257 0 0.109 0 2.68 0.001 5.494 0.001 -0.244 Inf 0.074 0 0.183 0 6.24 0 0.233 0 0.111 0 3.008 0.001 5.788 0.002 0.4539 0.0018772 0.33845 0.017619
5739 0.00054 0.75013 0.8 55 7000 0.3305 -0.481 -0.288 Inf 0.434 0 0.318 0 0.077 0 0.265 0 0.101 0 2.655 0 5.309 0.001 -0.24 Inf 0.083 0 0.186 0 6.242 0 0.254 0 0.108 0 2.939 0 5.468 0.001 0.44299 0.00091887 0.33039 0.014956
5740 0.00054 0.75013 0.8 65 5950 0.94139 -0.026 -0.222 Inf 0.369 0 0.056 0 0.627 0 0.366 0 0.142 0 2.919 0 5.731 0 -0.187 0.565 -0.282 0 0.029 0 0.102 0 0.412 0 0.172 0 3.912 0 0.993 0 0.94166 0.0032185 NA NA
5741 0.00054 0.75013 0.8 65 6000 0.90278 -0.044 -0.161 Inf 0.361 0 0.088 0 0.482 0 0.542 0 0.312 0 3.06 0 5.864 0 -0.145 0.548 -0.273 0 0.049 0 6.253 0 0.584 0 0.362 0 4.032 0 1.08 0 0.90323 0.0087351 NA NA
5742 0.00054 0.75013 0.8 65 6050 0.86868 -0.061 -0.133 Inf 0.354 0 0.112 0 0.331 0 0.563 0 0.371 0 3.211 0 6.127 0.001 -0.127 0.543 -0.263 0 0.067 0 6.142 0 0.564 0 0.398 0 4.095 0 1.227 0.001 0.86905 0.012411 NA NA
5743 0.00054 0.75013 0.8 65 6100 0.83868 -0.076 -0.116 Inf 0.349 0 0.137 0 0.168 0 0.512 0 0.37 0 3.333 0.001 0.128 0.001 -0.101 0.567 -0.254 0 0.087 0 6.034 0 0.48 0 0.374 0 4.093 0.001 1.345 0.001 NA NA NA NA
5744 0.00054 0.75013 0.8 65 6150 0.81008 -0.091 -0.097 Inf 0.343 0 0.17 0 0.071 0 0.451 0 0.349 0 3.321 0.001 0.281 0.002 -0.096 0.6 -0.244 0 0.11 0 5.993 0 0.408 0 0.342 0 3.95 0.001 1.333 0.002 0.81013 0.016839 NA NA
5745 0.00054 0.75013 0.8 65 6200 0.78436 -0.105 -0.093 Inf 0.338 0 0.203 0 0.009 0.001 0.404 0.001 0.316 0.001 3.206 0.002 0.376 0.003 -0.091 0.645 -0.234 0 0.133 0 5.978 0.001 0.363 0.001 0.306 0.001 3.722 0.003 1.288 0.004 0.78423 0.017973 0.57904 0.010142
5746 0.00054 0.75013 0.8 65 6250 0.76036 -0.119 -0.093 Inf 0.334 0 0.236 0 6.243 0.001 0.385 0.001 0.281 0.001 2.998 0.003 0.371 0.004 -0.092 0.678 -0.224 0 0.156 0 5.962 0.001 0.353 0.001 0.267 0.001 3.428 0.003 1.175 0.005 0.76004 0.018335 0.56191 0.017582
5747 0.00054 0.75013 0.8 65 6300 0.7378 -0.132 -0.124 Inf 0.332 0 0.269 0 6.219 0.001 0.39 0.001 0.249 0.001 2.787 0.003 0.256 0.005 -0.088 0.692 -0.214 0 0.178 0 5.963 0.001 0.369 0.001 0.232 0.001 3.164 0.003 0.977 0.005 0.73732 0.018245 0.5457 0.023289
5748 0.00054 0.75013 0.8 65 6350 0.71644 -0.145 -0.097 Inf 0.33 0 0.302 0 6.221 0.001 0.412 0.001 0.226 0.001 2.611 0.003 0.031 0.005 -0.231 0.88 -0.203 0 0.199 0 5.979 0.001 0.398 0.001 0.206 0.001 2.961 0.003 0.705 0.005 0.71581 0.017823 0.53024 0.028118
5749 0.00054 0.75013 0.8 65 6400 0.6962 -0.157 -0.173 Inf 0.329 0 0.333 0 6.234 0.001 0.437 0.001 0.22 0.001 2.48 0.002 6.002 0.004 -0.228 0.984 -0.189 0 0.216 0 5.996 0.001 0.422 0.001 0.2 0.001 2.823 0.002 0.424 0.004 0.69546 0.017005 0.51555 0.031144
5750 0.00054 0.75013 0.8 65 6450 0.67684 -0.17 -0.166 Inf 0.33 0 0.363 0 6.256 0.001 0.458 0.001 0.237 0.001 2.387 0.002 5.652 0.004 -0.197 1.02 -0.176 0 0.231 0 6.019 0.001 0.44 0.001 0.215 0.001 2.724 0.002 0.101 0.003 0.67601 0.016009 0.50142 0.033756
5751 0.00054 0.75013 0.8 65 6500 0.65836 -0.182 -0.155 Inf 0.33 0 0.391 0 6.28 0 0.474 0 0.268 0 2.323 0.001 5.372 0.002 -0.158 1.092 -0.162 0 0.245 0 6.048 0 0.453 0 0.245 0 2.651 0.001 6.091 0.002 0.65745 0.01466 0.48788 0.034854
5752 0.00054 0.75013 0.8 65 6550 0.64069 -0.193 -0.146 Inf 0.333 0 0.415 0 0.02 0 0.481 0 0.295 0 2.285 0.001 5.174 0.002 -0.145 Inf -0.148 0 0.259 0 6.082 0 0.462 0 0.276 0 2.599 0.001 5.841 0.002 0.63972 0.013203 0.47489 0.034922
5753 0.00054 0.75013 0.8 65 6600 0.62361 -0.205 -0.139 Inf 0.337 0 0.435 0 0.035 0.001 0.484 0.001 0.313 0.001 2.261 0.002 5.035 0.002 -0.142 Inf -0.133 0 0.271 0 6.107 0.001 0.467 0.001 0.299 0.001 2.564 0.002 5.662 0.003 0.62271 0.011801 0.46242 0.03485
5756 0.00054 0.75013 0.8 65 6750 0.42764 -0.369 -0.308 Inf 0.262 0 0.262 0 0.151 0.001 0.146 0.001 0.163 0.001 3.134 0.005 0.732 0.005 -0.307 0.89 -0.147 0 0.157 0 6.278 0.001 0.11 0.001 0.172 0.001 3.624 0.006 1.263 0.004 0.57558 0.0068771 0.4277 0.029513
5757 0.00054 0.75013 0.8 65 6800 0.41704 -0.38 -0.299 Inf 0.259 0 0.278 0 0.138 0 0.161 0 0.144 0 2.919 0.001 0.556 0.001 -0.304 Inf -0.136 0 0.163 0 6.265 0 0.118 0 0.154 0 3.379 0.001 1.107 0.001 0.56104 0.0053353 0.41698 0.026929
5758 0.00054 0.75013 0.8 65 6850 0.40686 -0.391 -0.292 Inf 0.256 0 0.293 0 0.134 0 0.177 0 0.129 0 2.798 0.001 0.311 0.001 -0.298 0.934 -0.125 0 0.169 0 6.263 0 0.131 0 0.138 0 3.248 0.001 0.873 0.001 0.54704 0.0039226 0.40666 0.024465
5759 0.00054 0.75013 0.8 65 6900 0.39682 -0.401 -0.281 Inf 0.252 0 0.3 0 0.117 0 0.184 0 0.117 0 2.717 0.001 0.086 0.001 -0.284 0.957 -0.115 0 0.172 0 6.26 0 0.148 0 0.118 0 3.118 0.001 0.543 0.001 0.53354 0.0024163 0.39668 0.021036
5760 0.00054 0.75013 0.8 65 6950 0.38719 -0.412 -0.261 Inf 0.248 0 0.305 0 0.102 0 0.189 0 0.107 0 2.679 0 6.127 0 -0.274 1.008 -0.107 0 0.175 0 6.258 0 0.164 0 0.102 0 3.023 0 0.163 0.001 0.52052 0.0010129 0.38705 0.017606
5761 0.00054 0.75013 0.8 75 6050 0.97589 -0.011 -0.114 Inf 0.198 0 0.125 0 0.144 0 0.551 0 0.42 0 3.542 0.001 0.449 0.001 -0.095 0.431 -0.418 0 0.08 0 5.975 0 0.504 0 0.415 0 4.374 0.001 1.774 0.001 0.97635 0.021346 NA NA
5762 0.00054 0.75013 0.8 75 6100 0.94249 -0.026 -0.103 Inf 0.192 0 0.155 0 0.011 0 0.467 0 0.389 0 3.561 0.001 0.581 0.002 -0.092 0.477 -0.408 0 0.101 0 5.91 0 0.412 0 0.374 0 4.235 0.001 1.708 0.002 0.94273 0.023355 NA NA
5763 0.00054 0.75013 0.8 75 6150 0.91172 -0.04 -0.095 0.953 0.186 0 0.189 0 6.197 0.001 0.397 0.001 0.346 0.001 3.49 0.002 0.63 0.002 -0.09 0.555 -0.399 0 0.125 0 5.867 0.001 0.344 0.001 0.33 0.001 4.03 0.002 1.596 0.002 0.91176 0.02511 0.67041 0.011392
5764 0.00054 0.75013 0.8 75 6200 0.8831 -0.054 -0.091 1.004 0.182 0 0.224 0 6.149 0.001 0.365 0.001 0.294 0.001 3.336 0.003 0.595 0.004 -0.089 0.623 -0.389 0 0.149 0 5.86 0.001 0.32 0.001 0.281 0.001 3.78 0.004 1.436 0.004 0.8829 0.025431 0.65029 0.019609
5765 0.00054 0.75013 0.8 75 6250 0.85617 -0.067 -0.091 Inf 0.179 0 0.258 0 6.139 0.001 0.371 0.001 0.243 0.001 3.148 0.003 0.5 0.005 -0.088 0.669 -0.379 0 0.172 0 5.877 0.001 0.334 0.001 0.228 0.001 3.532 0.004 1.244 0.006 0.85584 0.025403 0.63125 0.027149
5766 0.00054 0.75013 0.8 75 6300 0.83098 -0.08 -0.125 Inf 0.177 0 0.291 0 6.154 0.001 0.399 0.001 0.2 0.001 2.958 0.004 0.348 0.008 -0.228 0.686 -0.368 0 0.194 0 5.911 0.001 0.371 0.001 0.183 0.001 3.309 0.004 1.005 0.008 0.83033 0.024574 0.61315 0.031978
5767 0.00054 0.75013 0.8 75 6350 0.80697 -0.093 -0.121 Inf 0.176 0 0.323 0 6.175 0.001 0.436 0.001 0.173 0.001 2.79 0.003 0.103 0.006 -0.231 0.73 -0.356 0 0.213 0 5.941 0.001 0.411 0.001 0.156 0.001 3.133 0.003 0.741 0.006 0.80613 0.023629 0.59584 0.036936
5768 0.00054 0.75013 0.8 75 6400 0.78415 -0.106 -0.202 Inf 0.176 0 0.352 0 6.192 0.001 0.471 0.001 0.169 0.001 2.662 0.002 6.076 0.005 -0.23 0.779 -0.342 0 0.229 0 5.958 0.001 0.444 0.001 0.149 0.001 3.012 0.002 0.49 0.005 0.78314 0.022007 0.5793 0.039048
5769 0.00054 0.75013 0.8 75 6450 0.76239 -0.118 -0.167 Inf 0.176 0 0.38 0 6.212 0.001 0.502 0.001 0.188 0.001 2.562 0.002 5.775 0.004 -0.199 0.901 -0.328 0 0.242 0 5.976 0.001 0.471 0.001 0.163 0.001 2.918 0.002 0.235 0.004 0.76118 0.020179 0.56341 0.040506
5770 0.00054 0.75013 0.8 75 6500 0.7414 -0.13 -0.16 Inf 0.177 0 0.405 0 6.231 0.001 0.522 0.001 0.217 0.001 2.485 0.002 5.553 0.004 -0.161 1.114 -0.314 0 0.255 0 6 0.001 0.493 0.001 0.191 0.001 2.834 0.002 6.278 0.004 0.74024 0.018215 0.54819 0.041041
5771 0.00054 0.75013 0.8 75 6550 0.72132 -0.142 -0.152 Inf 0.179 0 0.427 0 6.245 0.001 0.533 0.001 0.243 0.001 2.432 0.002 5.398 0.004 -0.155 Inf -0.3 0 0.268 0 6.025 0.001 0.51 0.001 0.221 0.001 2.767 0.002 6.074 0.004 0.72017 0.016203 0.53352 0.04124
