	Model_ID	Z	X	M	L	Teff	Period	logP	V_M0	V_err_M0	V_A1	V_A1_err	V_phi1	V_phi1_err	V_R21	V_R21_err	V_R31	V_R31_err	V_P21	V_P21_err	V_P31	V_P31_err	I_Skewness	I_acuteness	I_M0	I_err_M0	I_A1	I_A1_err	I_phi1	I_phi1_err	I_R21	I_R21_err	I_R31	I_R31_err	I_P21	I_P21_err	I_P31	I_P31_err
1345	1519	0.00043	0.75041	0.5	55	6950	0.45231	-0.345	0.412	0.0	0.2	0.0	0.43	0.0	0.084	0.0	0.046	0.0	1.207	0.0	2.509	0.001	-0.35	inf	0.07	0.0	0.099	0.0	0.261	0.0	0.095	0.0	0.073	0.0	0.784	0.001	3.326	0.001
1378	1556	0.00043	0.75041	0.55	35	6900	0.30358	-0.518	0.926	0.0	0.257	0.0	0.201	0.0	0.141	0.0	0.165	0.0	3.217	0.003	0.534	0.003	-0.315	0.852	0.552	0.0	0.147	0.0	0.03	0.0	0.114	0.0	0.168	0.0	3.905	0.004	1.127	0.003
1379	1557	0.00043	0.75041	0.55	35	6950	0.29538	-0.53	0.924	0.0	0.269	0.0	0.207	0.0	0.148	0.0	0.151	0.0	3.028	0.001	0.39	0.001	-0.312	0.869	0.563	0.0	0.153	0.0	0.048	0.0	0.122	0.0	0.153	0.0	3.599	0.002	0.904	0.001
1380	1558	0.00043	0.75041	0.55	35	7000	0.2879	-0.541	0.921	0.0	0.281	0.0	0.199	0.0	0.156	0.0	0.139	0.0	2.926	0.001	0.188	0.001	-0.294	inf	0.572	0.0	0.16	0.0	0.058	0.0	0.138	0.0	0.131	0.0	3.351	0.001	0.593	0.001
1381	1559	0.00043	0.75041	0.55	35	7050	0.28129	-0.551	0.918	0.0	0.288	0.0	0.188	0.0	0.159	0.0	0.126	0.0	2.855	0.0	6.279	0.0	-0.285	inf	0.58	0.0	0.163	0.0	0.061	0.0	0.149	0.0	0.113	0.0	3.172	0.001	0.285	0.001
1382	1560	0.00043	0.75041	0.55	35	7100	0.27469	-0.561	0.915	0.0	0.291	0.0	0.174	0.0	0.159	0.0	0.115	0.0	2.812	0.0	6.122	0.0	-0.279	inf	0.589	0.0	0.166	0.0	0.064	0.0	0.159	0.0	0.103	0.0	3.023	0.0	6.274	0.001
1383	1561	0.00043	0.75041	0.55	35	7150	0.26824	-0.571	0.913	0.0	0.287	0.0	0.156	0.0	0.155	0.0	0.106	0.0	2.796	0.0	5.988	0.0	-0.281	inf	0.598	0.0	0.164	0.0	0.06	0.0	0.166	0.0	0.098	0.0	2.902	0.0	6.018	0.001
1399	1579	0.00043	0.75041	0.55	45	6800	0.39066	-0.408	0.657	0.0	0.235	0.0	0.253	0.0	0.071	0.0	0.135	0.0	4.666	0.002	1.18	0.001	-0.343	inf	0.261	0.0	0.137	0.0	0.086	0.0	0.113	0.0	0.133	0.0	5.406	0.001	1.721	0.001
1400	1580	0.00043	0.75041	0.55	45	6850	0.38071	-0.419	0.653	0.0	0.249	0.0	0.259	0.0	0.051	0.0	0.126	0.0	4.084	0.002	1.145	0.001	-0.335	inf	0.271	0.0	0.142	0.0	0.091	0.0	0.084	0.0	0.126	0.0	5.206	0.001	1.724	0.001
1401	1581	0.00043	0.75041	0.55	45	6900	0.37122	-0.43	0.649	0.0	0.262	0.0	0.27	0.0	0.055	0.0	0.12	0.0	3.413	0.002	1.078	0.001	-0.332	inf	0.282	0.0	0.146	0.0	0.102	0.0	0.061	0.0	0.121	0.0	4.864	0.002	1.696	0.001
1402	1582	0.00043	0.75041	0.55	45	6950	0.3621	-0.441	0.645	0.0	0.27	0.0	0.269	0.0	0.069	0.0	0.111	0.0	3.061	0.001	0.987	0.001	-0.324	inf	0.292	0.0	0.149	0.0	0.108	0.0	0.044	0.0	0.108	0.0	4.21	0.002	1.673	0.001
1403	1583	0.00043	0.75041	0.55	45	7000	0.35327	-0.452	0.641	0.0	0.272	0.0	0.264	0.0	0.079	0.0	0.105	0.0	2.867	0.0	0.9	0.0	-0.316	inf	0.3	0.0	0.15	0.0	0.116	0.0	0.051	0.0	0.094	0.0	3.442	0.001	1.576	0.001
1404	1584	0.00043	0.75041	0.55	45	7050	0.34474	-0.463	0.637	0.0	0.269	0.0	0.25	0.0	0.086	0.0	0.099	0.0	2.722	0.0	0.799	0.0	-0.317	inf	0.308	0.0	0.148	0.0	0.115	0.0	0.068	0.0	0.083	0.0	2.968	0.001	1.446	0.001
1418	1598	0.00043	0.75041	0.55	55	6700	0.48506	-0.314	0.445	0.0	0.222	0.0	0.37	0.0	0.131	0.0	0.145	0.0	0.365	0.002	1.709	0.002	-0.351	inf	0.024	0.0	0.128	0.0	0.21	0.0	0.165	0.0	0.147	0.0	0.458	0.002	2.109	0.002
1419	1599	0.00043	0.75041	0.55	55	6750	0.47197	-0.326	0.441	0.0	0.235	0.0	0.368	0.0	0.108	0.0	0.124	0.0	0.369	0.001	1.621	0.001	-0.353	inf	0.034	0.0	0.134	0.0	0.209	0.0	0.149	0.0	0.126	0.0	0.364	0.001	2.044	0.001
1420	1600	0.00043	0.75041	0.55	55	6800	0.45989	-0.337	0.436	0.0	0.246	0.0	0.356	0.0	0.083	0.0	0.106	0.0	0.436	0.001	1.565	0.001	-0.347	inf	0.045	0.0	0.138	0.0	0.199	0.0	0.126	0.0	0.107	0.0	0.267	0.001	2.019	0.001
1421	1601	0.00043	0.75041	0.55	55	6850	0.44825	-0.348	0.431	0.0	0.253	0.0	0.342	0.0	0.057	0.0	0.089	0.0	0.627	0.002	1.531	0.001	-0.35	inf	0.055	0.0	0.139	0.0	0.183	0.0	0.1	0.0	0.091	0.0	0.169	0.001	2.058	0.001
1422	1602	0.00043	0.75041	0.55	55	6900	0.43703	-0.359	0.426	0.0	0.256	0.0	0.323	0.0	0.04	0.0	0.077	0.0	1.05	0.002	1.517	0.001	-0.339	inf	0.064	0.0	0.138	0.0	0.165	0.0	0.072	0.0	0.08	0.0	0.149	0.001	2.2	0.001
1423	1603	0.00043	0.75041	0.55	55	6950	0.42621	-0.37	0.42	0.0	0.251	0.0	0.301	0.0	0.039	0.0	0.067	0.0	1.58	0.001	1.511	0.0	-0.335	inf	0.073	0.0	0.133	0.0	0.144	0.0	0.047	0.0	0.074	0.0	0.376	0.001	2.418	0.001
1433	1614	0.00043	0.75041	0.55	65	6750	0.54056	-0.267	0.256	0.0	0.236	0.0	0.447	0.0	0.17	0.0	0.094	0.0	1.206	0.0	2.435	0.001	-0.339	inf	-0.146	0.0	0.129	0.0	0.283	0.0	0.166	0.0	0.094	0.0	1.139	0.001	2.76	0.001
1434	1615	0.00043	0.75041	0.55	65	6800	0.52671	-0.278	0.25	0.0	0.237	0.0	0.417	0.0	0.142	0.0	0.077	0.0	1.124	0.001	2.347	0.001	-0.349	inf	-0.137	0.0	0.127	0.0	0.256	0.0	0.145	0.0	0.08	0.0	0.915	0.001	2.759	0.001
1435	1616	0.00043	0.75041	0.55	65	6850	0.51338	-0.29	0.243	0.0	0.231	0.0	0.395	0.0	0.116	0.0	0.063	0.0	1.143	0.0	2.32	0.001	-0.344	inf	-0.128	0.0	0.121	0.0	0.234	0.0	0.121	0.0	0.07	0.0	0.776	0.001	2.871	0.001
1436	1617	0.00043	0.75041	0.55	65	6900	0.50052	-0.301	0.235	0.0	0.211	0.0	0.403	0.0	0.093	0.0	0.05	0.0	1.205	0.0	2.509	0.001	-0.354	inf	-0.12	0.0	0.107	0.0	0.24	0.0	0.099	0.0	0.068	0.0	0.678	0.001	3.209	0.001
1462	1649	0.00043	0.75041	0.57	35	6900	0.2956	-0.529	0.928	0.0	0.257	0.0	0.192	0.001	0.158	0.001	0.164	0.001	3.147	0.004	0.365	0.004	-0.311	0.852	0.553	0.0	0.149	0.0	0.022	0.001	0.125	0.001	0.167	0.001	3.766	0.004	0.951	0.003
1463	1650	0.00043	0.75041	0.57	35	6950	0.28914	-0.539	0.925	0.0	0.273	0.0	0.178	0.0	0.168	0.0	0.145	0.0	2.976	0.001	0.163	0.001	-0.293	0.873	0.563	0.0	0.156	0.0	0.023	0.0	0.141	0.0	0.146	0.0	3.486	0.001	0.64	0.001
1464	1651	0.00043	0.75041	0.57	35	7000	0.28219	-0.549	0.922	0.0	0.285	0.0	0.168	0.0	0.177	0.0	0.133	0.0	2.883	0.001	6.247	0.001	-0.283	0.923	0.572	0.0	0.163	0.0	0.029	0.0	0.158	0.0	0.127	0.0	3.278	0.001	0.319	0.001
1465	1652	0.00043	0.75041	0.57	35	7050	0.27523	-0.56	0.92	0.0	0.293	0.0	0.159	0.0	0.186	0.0	0.12	0.0	2.822	0.001	6.034	0.001	-0.262	inf	0.581	0.0	0.168	0.0	0.035	0.0	0.177	0.0	0.112	0.0	3.126	0.001	6.254	0.001
1466	1653	0.00043	0.75041	0.57	35	7100	0.26875	-0.571	0.918	0.0	0.295	0.0	0.146	0.0	0.186	0.0	0.108	0.0	2.796	0.0	5.886	0.001	-0.264	inf	0.59	0.0	0.17	0.0	0.038	0.0	0.189	0.0	0.103	0.0	3.012	0.0	5.962	0.001
1467	1654	0.00043	0.75041	0.57	35	7150	0.2625	-0.581	0.916	0.0	0.293	0.0	0.134	0.0	0.185	0.0	0.098	0.0	2.778	0.0	5.761	0.001	-0.285	inf	0.599	0.0	0.17	0.0	0.04	0.0	0.2	0.0	0.098	0.0	2.907	0.0	5.718	0.001
1483	1672	0.00043	0.75041	0.57	45	6800	0.38168	-0.418	0.658	0.0	0.236	0.0	0.224	0.0	0.085	0.0	0.145	0.0	4.19	0.002	1.126	0.002	-0.337	inf	0.261	0.0	0.139	0.0	0.056	0.0	0.106	0.0	0.145	0.0	5.033	0.002	1.683	0.001
1484	1673	0.00043	0.75041	0.57	45	6850	0.37222	-0.429	0.654	0.0	0.252	0.0	0.238	0.0	0.076	0.0	0.138	0.0	3.676	0.001	1.071	0.001	-0.33	inf	0.272	0.0	0.145	0.0	0.069	0.0	0.082	0.0	0.14	0.0	4.739	0.001	1.656	0.001
1485	1674	0.00043	0.75041	0.57	45	6900	0.36284	-0.44	0.65	0.0	0.264	0.0	0.249	0.0	0.084	0.0	0.13	0.0	3.244	0.001	0.974	0.001	-0.325	inf	0.282	0.0	0.148	0.0	0.081	0.0	0.068	0.0	0.133	0.0	4.34	0.002	1.587	0.001
1486	1675	0.00043	0.75041	0.57	45	6950	0.35412	-0.451	0.647	0.0	0.274	0.0	0.253	0.0	0.095	0.0	0.123	0.0	3.009	0.001	0.847	0.0	-0.317	inf	0.292	0.0	0.153	0.0	0.095	0.0	0.066	0.0	0.119	0.0	3.785	0.001	1.464	0.001
1487	1676	0.00043	0.75041	0.57	45	7000	0.34551	-0.462	0.643	0.0	0.279	0.0	0.249	0.0	0.103	0.0	0.115	0.0	2.859	0.0	0.717	0.0	-0.311	inf	0.3	0.0	0.155	0.0	0.106	0.0	0.078	0.0	0.102	0.0	3.332	0.001	1.294	0.001
1488	1677	0.00043	0.75041	0.57	45	7050	0.33719	-0.472	0.638	0.0	0.277	0.0	0.239	0.0	0.107	0.0	0.107	0.0	2.747	0.0	0.579	0.0	-0.311	inf	0.308	0.0	0.154	0.0	0.109	0.0	0.092	0.0	0.088	0.0	3.018	0.001	1.101	0.001
1502	1692	0.00043	0.75041	0.57	55	6700	0.47402	-0.324	0.446	0.0	0.222	0.0	0.327	0.0	0.113	0.0	0.149	0.0	6.2	0.001	1.468	0.001	-0.35	inf	0.024	0.0	0.13	0.0	0.168	0.0	0.156	0.0	0.15	0.0	0.121	0.001	1.894	0.001
1503	1693	0.00043	0.75041	0.57	55	6750	0.46145	-0.336	0.441	0.0	0.236	0.0	0.323	0.0	0.084	0.0	0.128	0.0	6.208	0.001	1.416	0.001	-0.352	inf	0.034	0.0	0.136	0.0	0.165	0.0	0.135	0.0	0.129	0.0	0.034	0.001	1.86	0.001
1504	1694	0.00043	0.75041	0.57	55	6800	0.44969	-0.347	0.437	0.0	0.249	0.0	0.318	0.0	0.053	0.0	0.111	0.0	0.012	0.002	1.392	0.001	-0.346	inf	0.045	0.0	0.141	0.0	0.16	0.0	0.108	0.0	0.111	0.0	6.228	0.001	1.865	0.001
1505	1695	0.00043	0.75041	0.57	55	6850	0.43831	-0.358	0.432	0.0	0.258	0.0	0.31	0.0	0.024	0.0	0.096	0.0	0.418	0.004	1.364	0.001	-0.341	inf	0.055	0.0	0.143	0.0	0.151	0.0	0.081	0.0	0.098	0.0	6.122	0.002	1.902	0.001
1506	1696	0.00043	0.75041	0.57	55	6900	0.42736	-0.369	0.427	0.0	0.263	0.0	0.297	0.0	0.02	0.0	0.086	0.0	1.758	0.004	1.339	0.001	-0.334	inf	0.065	0.0	0.143	0.0	0.139	0.0	0.051	0.0	0.087	0.0	6.053	0.002	1.998	0.001
1507	1697	0.00043	0.75041	0.57	55	6950	0.41682	-0.38	0.422	0.0	0.261	0.0	0.281	0.0	0.036	0.0	0.076	0.0	2.251	0.001	1.321	0.001	-0.333	inf	0.074	0.0	0.141	0.0	0.125	0.0	0.022	0.0	0.079	0.0	6.249	0.003	2.178	0.001
1517	1708	0.00043	0.75041	0.57	65	6700	0.54276	-0.265	0.262	0.0	0.233	0.0	0.426	0.0	0.166	0.0	0.12	0.0	1.026	0.001	2.219	0.001	-0.354	inf	-0.156	0.0	0.131	0.0	0.267	0.0	0.172	0.0	0.12	0.0	1.025	0.001	2.536	0.002
1518	1709	0.00043	0.75041	0.57	65	6750	0.52859	-0.277	0.257	0.0	0.241	0.0	0.402	0.0	0.147	0.0	0.103	0.0	0.977	0.001	2.065	0.001	-0.346	inf	-0.146	0.0	0.133	0.0	0.244	0.0	0.159	0.0	0.106	0.0	0.88	0.001	2.415	0.001
1519	1710	0.00043	0.75041	0.57	65	6800	0.51509	-0.288	0.252	0.0	0.246	0.0	0.388	0.0	0.12	0.0	0.084	0.0	0.943	0.001	1.995	0.001	-0.351	inf	-0.136	0.0	0.134	0.0	0.231	0.0	0.136	0.0	0.087	0.0	0.703	0.001	2.418	0.001
1520	1711	0.00043	0.75041	0.57	65	6850	0.50206	-0.299	0.246	0.0	0.244	0.0	0.363	0.0	0.096	0.0	0.068	0.0	1.03	0.001	1.973	0.001	-0.346	inf	-0.127	0.0	0.13	0.0	0.205	0.0	0.111	0.0	0.073	0.0	0.594	0.001	2.509	0.001
1521	1712	0.00043	0.75041	0.57	65	6900	0.48951	-0.31	0.239	0.0	0.233	0.0	0.34	0.0	0.078	0.0	0.057	0.0	1.178	0.001	2.062	0.001	-0.345	inf	-0.118	0.0	0.122	0.0	0.183	0.0	0.087	0.0	0.069	0.0	0.555	0.001	2.789	0.001
1528	1720	0.00043	0.75041	0.57	75	6750	0.59363	-0.226	0.096	0.0	0.225	0.0	0.486	0.0	0.178	0.0	0.075	0.0	1.437	0.0	2.956	0.001	-0.345	inf	-0.302	0.0	0.121	0.0	0.319	0.0	0.155	0.0	0.068	0.0	1.362	0.001	3.256	0.001
1529	1721	0.00043	0.75041	0.57	75	6800	0.57846	-0.238	0.089	0.0	0.214	0.0	0.464	0.0	0.145	0.0	0.059	0.0	1.327	0.0	2.897	0.001	-0.348	inf	-0.294	0.0	0.112	0.0	0.3	0.0	0.131	0.0	0.062	0.0	1.065	0.001	3.328	0.001
1530	1722	0.00043	0.75041	0.57	75	6850	0.56375	-0.249	0.081	0.0	0.187	0.0	0.5	0.0	0.11	0.0	0.044	0.0	1.294	0.001	3.048	0.001	-0.356	inf	-0.287	0.0	0.094	0.0	0.331	0.0	0.106	0.0	0.062	0.0	0.842	0.001	3.66	0.001
1549	1745	0.00043	0.75041	0.59	35	6900	0.29046	-0.537	0.929	0.0	0.263	0.0	0.159	0.0	0.179	0.0	0.154	0.0	3.047	0.003	0.138	0.003	-0.294	0.855	0.553	0.0	0.153	0.0	6.274	0.0	0.141	0.0	0.158	0.0	3.605	0.003	0.714	0.003
1550	1746	0.00043	0.75041	0.59	35	6950	0.28299	-0.548	0.927	0.0	0.277	0.0	0.156	0.0	0.19	0.0	0.137	0.0	2.924	0.001	6.23	0.001	-0.284	0.883	0.563	0.0	0.16	0.0	0.003	0.0	0.161	0.0	0.138	0.0	3.386	0.001	0.398	0.001
1551	1747	0.00043	0.75041	0.59	35	7000	0.27614	-0.559	0.924	0.0	0.289	0.0	0.153	0.0	0.204	0.0	0.124	0.0	2.844	0.0	6.002	0.001	-0.253	0.949	0.572	0.0	0.167	0.0	0.015	0.0	0.186	0.0	0.122	0.0	3.214	0.001	0.033	0.001
1552	1748	0.00043	0.75041	0.59	35	7050	0.26956	-0.569	0.922	0.0	0.297	0.0	0.144	0.0	0.213	0.0	0.112	0.0	2.79	0.0	5.808	0.001	-0.262	inf	0.581	0.0	0.172	0.0	0.022	0.0	0.206	0.0	0.111	0.0	3.083	0.0	5.982	0.001
1553	1749	0.00043	0.75041	0.59	35	7100	0.26323	-0.58	0.921	0.0	0.3	0.0	0.129	0.0	0.216	0.0	0.1	0.0	2.763	0.0	5.654	0.0	-0.264	inf	0.59	0.0	0.174	0.0	0.022	0.0	0.222	0.0	0.102	0.0	2.982	0.0	5.68	0.001
1554	1750	0.00043	0.75041	0.59	35	7150	0.2571	-0.59	0.918	0.0	0.298	0.0	0.116	0.0	0.217	0.0	0.089	0.0	2.741	0.0	5.543	0.001	-0.298	inf	0.599	0.0	0.174	0.0	0.024	0.0	0.234	0.0	0.096	0.0	2.88	0.0	5.457	0.001
1570	1768	0.00043	0.75041	0.59	45	6850	0.36412	-0.439	0.655	0.0	0.254	0.0	0.221	0.0	0.099	0.0	0.149	0.0	3.439	0.001	0.97	0.001	-0.325	inf	0.272	0.0	0.146	0.0	0.051	0.0	0.086	0.0	0.152	0.0	4.344	0.002	1.556	0.001
1571	1769	0.00043	0.75041	0.59	45	6900	0.35525	-0.449	0.651	0.0	0.268	0.0	0.232	0.0	0.107	0.0	0.139	0.0	3.125	0.001	0.836	0.001	-0.322	inf	0.283	0.0	0.151	0.0	0.065	0.0	0.081	0.0	0.144	0.0	3.976	0.001	1.431	0.001
1572	1770	0.00043	0.75041	0.59	45	6950	0.34661	-0.46	0.648	0.0	0.278	0.0	0.234	0.0	0.117	0.0	0.13	0.0	2.951	0.001	0.685	0.001	-0.315	inf	0.292	0.0	0.156	0.0	0.08	0.0	0.089	0.0	0.127	0.0	3.564	0.001	1.245	0.001
1573	1771	0.00043	0.75041	0.59	45	7000	0.33813	-0.471	0.644	0.0	0.283	0.0	0.228	0.0	0.123	0.0	0.12	0.0	2.837	0.0	0.523	0.0	-0.309	inf	0.301	0.0	0.159	0.0	0.089	0.0	0.102	0.0	0.107	0.0	3.257	0.001	1.016	0.001
1574	1772	0.00043	0.75041	0.59	45	7050	0.33009	-0.481	0.64	0.0	0.285	0.0	0.22	0.0	0.126	0.0	0.111	0.0	2.756	0.0	0.347	0.0	-0.309	inf	0.309	0.0	0.159	0.0	0.096	0.0	0.113	0.0	0.092	0.0	3.031	0.0	0.751	0.001
1588	1787	0.00043	0.75041	0.59	55	6700	0.46316	-0.334	0.446	0.0	0.221	0.0	0.288	0.0	0.105	0.0	0.149	0.0	5.721	0.002	1.316	0.001	-0.353	inf	0.023	0.0	0.131	0.0	0.129	0.0	0.15	0.0	0.149	0.0	6.067	0.001	1.764	0.001
1589	1788	0.00043	0.75041	0.59	55	6750	0.45143	-0.345	0.442	0.0	0.237	0.0	0.281	0.0	0.068	0.0	0.13	0.0	5.643	0.001	1.297	0.001	-0.349	inf	0.034	0.0	0.138	0.0	0.122	0.0	0.122	0.0	0.13	0.0	5.976	0.001	1.764	0.001
1590	1789	0.00043	0.75041	0.59	55	6800	0.4399	-0.357	0.438	0.0	0.25	0.0	0.279	0.0	0.032	0.0	0.116	0.0	5.483	0.003	1.286	0.001	-0.341	inf	0.045	0.0	0.143	0.0	0.119	0.0	0.091	0.0	0.116	0.0	5.859	0.001	1.781	0.001
1591	1790	0.00043	0.75041	0.59	55	6850	0.42891	-0.368	0.434	0.0	0.261	0.0	0.281	0.0	0.009	0.0	0.105	0.0	3.745	0.01	1.252	0.001	-0.336	inf	0.056	0.0	0.146	0.0	0.121	0.0	0.063	0.0	0.107	0.0	5.677	0.002	1.798	0.001
1592	1791	0.00043	0.75041	0.59	55	6900	0.41823	-0.379	0.429	0.0	0.268	0.0	0.275	0.0	0.033	0.0	0.095	0.0	2.792	0.003	1.205	0.001	-0.324	inf	0.066	0.0	0.148	0.0	0.116	0.0	0.036	0.0	0.096	0.0	5.385	0.003	1.843	0.001
1593	1792	0.00043	0.75041	0.59	55	6950	0.40792	-0.389	0.424	0.0	0.27	0.0	0.267	0.0	0.053	0.0	0.088	0.0	2.672	0.001	1.144	0.001	-0.322	inf	0.075	0.0	0.147	0.0	0.11	0.0	0.012	0.0	0.086	0.0	4.276	0.005	1.938	0.001
1594	1793	0.00043	0.75041	0.59	55	7000	0.39801	-0.4	0.419	0.0	0.261	0.0	0.242	0.0	0.065	0.0	0.08	0.0	2.567	0.001	1.125	0.001	-0.327	inf	0.082	0.0	0.141	0.0	0.096	0.0	0.03	0.0	0.073	0.0	2.852	0.002	1.996	0.001
1605	1805	0.00043	0.75041	0.59	65	6700	0.53109	-0.275	0.263	0.0	0.235	0.0	0.382	0.0	0.139	0.0	0.128	0.0	0.724	0.001	1.88	0.001	-0.352	inf	-0.156	0.0	0.134	0.0	0.226	0.0	0.161	0.0	0.131	0.0	0.723	0.001	2.23	0.001
1606	1806	0.00043	0.75041	0.59	65	6750	0.51729	-0.286	0.258	0.0	0.245	0.0	0.375	0.0	0.117	0.0	0.108	0.0	0.709	0.001	1.776	0.001	-0.352	inf	-0.146	0.0	0.137	0.0	0.22	0.0	0.145	0.0	0.112	0.0	0.593	0.001	2.158	0.001
1607	1807	0.00043	0.75041	0.59	65	6800	0.50408	-0.298	0.253	0.0	0.252	0.0	0.36	0.0	0.093	0.0	0.09	0.0	0.768	0.001	1.723	0.001	-0.348	inf	-0.135	0.0	0.139	0.0	0.206	0.0	0.121	0.0	0.093	0.0	0.477	0.001	2.158	0.001
1608	1808	0.00043	0.75041	0.59	65	6850	0.49135	-0.309	0.247	0.0	0.254	0.0	0.337	0.0	0.07	0.0	0.074	0.0	0.947	0.001	1.716	0.001	-0.337	inf	-0.126	0.0	0.137	0.0	0.182	0.0	0.095	0.0	0.078	0.0	0.373	0.001	2.245	0.001
1609	1809	0.00043	0.75041	0.59	65	6900	0.47907	-0.32	0.241	0.0	0.248	0.0	0.311	0.0	0.057	0.0	0.062	0.0	1.251	0.001	1.757	0.001	-0.339	inf	-0.117	0.0	0.132	0.0	0.156	0.0	0.07	0.0	0.07	0.0	0.394	0.001	2.481	0.001
1616	1817	0.00043	0.75041	0.59	75	6700	0.59643	-0.224	0.105	0.0	0.236	0.0	0.49	0.0	0.191	0.0	0.099	0.0	1.362	0.0	2.712	0.001	-0.337	inf	-0.311	0.0	0.13	0.0	0.327	0.0	0.177	0.0	0.092	0.0	1.378	0.001	2.969	0.001
1617	1818	0.00043	0.75041	0.59	75	6750	0.58102	-0.236	0.099	0.0	0.238	0.0	0.436	0.0	0.167	0.0	0.083	0.0	1.251	0.0	2.53	0.001	-0.349	inf	-0.301	0.0	0.129	0.0	0.276	0.0	0.159	0.0	0.082	0.0	1.15	0.001	2.828	0.001
1618	1819	0.00043	0.75041	0.59	75	6800	0.5662	-0.247	0.092	0.0	0.233	0.0	0.404	0.0	0.138	0.0	0.066	0.0	1.202	0.0	2.46	0.001	-0.349	inf	-0.292	0.0	0.124	0.0	0.246	0.0	0.135	0.0	0.07	0.0	0.941	0.001	2.858	0.001
1619	1820	0.00043	0.75041	0.59	75	6850	0.55189	-0.258	0.084	0.0	0.216	0.0	0.401	0.0	0.109	0.0	0.053	0.0	1.197	0.0	2.592	0.001	-0.354	inf	-0.284	0.0	0.112	0.0	0.243	0.0	0.111	0.0	0.065	0.0	0.736	0.001	3.172	0.001
1639	1845	0.00043	0.75041	0.61	35	6900	0.28446	-0.546	0.93	0.0	0.267	0.0	0.149	0.0	0.201	0.0	0.145	0.0	2.963	0.002	6.202	0.003	-0.187	0.866	0.553	0.0	0.156	0.0	6.267	0.0	0.16	0.0	0.148	0.0	3.464	0.003	0.474	0.003
1640	1846	0.00043	0.75041	0.61	35	6950	0.27733	-0.557	0.928	0.0	0.281	0.0	0.147	0.0	0.216	0.0	0.127	0.0	2.869	0.001	5.998	0.001	-0.255	0.905	0.563	0.0	0.163	0.0	6.279	0.0	0.186	0.0	0.128	0.0	3.291	0.001	0.14	0.001
1641	1847	0.00043	0.75041	0.61	35	7000	0.2706	-0.568	0.926	0.0	0.292	0.0	0.141	0.0	0.231	0.0	0.112	0.0	2.792	0.001	5.758	0.001	-0.252	1.008	0.572	0.0	0.17	0.0	0.004	0.0	0.213	0.0	0.113	0.0	3.142	0.001	6.04	0.002
1642	1848	0.00043	0.75041	0.61	35	7050	0.26411	-0.578	0.925	0.0	0.301	0.0	0.137	0.0	0.242	0.0	0.103	0.0	2.748	0.0	5.577	0.001	-0.258	inf	0.581	0.0	0.176	0.0	0.016	0.0	0.238	0.0	0.107	0.0	3.032	0.0	5.718	0.001
1643	1849	0.00043	0.75041	0.61	35	7100	0.25802	-0.588	0.924	0.0	0.305	0.0	0.121	0.0	0.249	0.0	0.091	0.0	2.714	0.0	5.431	0.001	-0.294	inf	0.591	0.0	0.179	0.0	0.015	0.0	0.257	0.0	0.1	0.0	2.934	0.0	5.43	0.001
1644	1850	0.00043	0.75041	0.61	35	7150	0.25202	-0.599	0.921	0.0	0.303	0.0	0.1	0.0	0.248	0.0	0.08	0.0	2.687	0.0	5.342	0.001	-0.296	inf	0.6	0.0	0.179	0.0	0.009	0.0	0.267	0.0	0.094	0.0	2.835	0.0	5.237	0.001
1660	1868	0.00043	0.75041	0.61	45	6850	0.35692	-0.447	0.656	0.0	0.256	0.0	0.209	0.0	0.12	0.0	0.158	0.0	3.282	0.002	0.821	0.002	-0.32	inf	0.272	0.0	0.149	0.0	0.04	0.0	0.095	0.0	0.162	0.0	4.036	0.002	1.407	0.002
1661	1869	0.00043	0.75041	0.61	45	6900	0.34802	-0.458	0.652	0.0	0.27	0.0	0.209	0.0	0.129	0.0	0.143	0.0	3.03	0.001	0.67	0.001	-0.314	inf	0.283	0.0	0.153	0.0	0.045	0.0	0.096	0.0	0.149	0.0	3.729	0.001	1.25	0.001
1662	1870	0.00043	0.75041	0.61	45	6950	0.33953	-0.469	0.649	0.0	0.283	0.0	0.21	0.0	0.137	0.0	0.134	0.0	2.903	0.0	0.495	0.0	-0.303	inf	0.292	0.0	0.16	0.0	0.06	0.0	0.109	0.0	0.131	0.0	3.426	0.001	1.0	0.001
1663	1871	0.00043	0.75041	0.61	45	7000	0.33131	-0.48	0.646	0.0	0.289	0.0	0.2	0.0	0.142	0.0	0.122	0.0	2.816	0.0	0.3	0.0	-0.304	inf	0.301	0.0	0.163	0.0	0.065	0.0	0.123	0.0	0.109	0.0	3.204	0.001	0.711	0.001
1664	1872	0.00043	0.75041	0.61	45	7050	0.32338	-0.49	0.642	0.0	0.292	0.0	0.193	0.0	0.145	0.0	0.113	0.0	2.752	0.0	0.098	0.0	-0.292	inf	0.309	0.0	0.164	0.0	0.072	0.0	0.134	0.0	0.096	0.0	3.026	0.0	0.392	0.001
1679	1888	0.00043	0.75041	0.61	55	6700	0.45298	-0.344	0.446	0.0	0.219	0.0	0.252	0.0	0.105	0.0	0.148	0.0	5.276	0.003	1.242	0.003	-0.353	inf	0.023	0.0	0.132	0.0	0.092	0.0	0.145	0.0	0.147	0.0	5.755	0.002	1.713	0.003
