	Model_ID	Z	X	M	L	Teff	Period	logP	V_M0	V_err_M0	V_A1	V_A1_err	V_phi1	V_phi1_err	V_R21	V_R21_err	V_R31	V_R31_err	V_P21	V_P21_err	V_P31	V_P31_err	I_Skewness	I_acuteness	I_M0	I_err_M0	I_A1	I_A1_err	I_phi1	I_phi1_err	I_R21	I_R21_err	I_R31	I_R31_err	I_P21	I_P21_err	I_P31	I_P31_err
5539	6289	0.00061	0.74996	0.63	35	6400	0.48886	-0.311	0.991	0.0	0.247	0.0	0.104	0.0	0.293	0.0	0.289	0.0	2.529	0.001	5.851	0.001	-0.108	0.77	0.468	0.0	0.162	0.0	6.112	0.0	0.287	0.0	0.279	0.0	2.921	0.001	0.339	0.001
5540	6290	0.00061	0.74996	0.63	35	6450	0.47492	-0.323	0.989	0.0	0.281	0.0	0.082	0.0	0.299	0.0	0.255	0.0	2.324	0.001	5.546	0.002	-0.226	0.869	0.481	0.0	0.182	0.0	6.106	0.0	0.295	0.0	0.241	0.0	2.647	0.001	6.261	0.002
5541	6291	0.00061	0.74996	0.63	35	6500	0.46178	-0.336	0.988	0.0	0.312	0.0	0.085	0.0	0.316	0.0	0.244	0.0	2.204	0.001	5.231	0.002	-0.214	0.934	0.493	0.0	0.201	0.0	6.119	0.0	0.311	0.0	0.229	0.0	2.508	0.002	5.925	0.002
5542	6292	0.00061	0.74996	0.63	35	6550	0.44926	-0.348	0.988	0.0	0.345	0.0	0.093	0.0	0.336	0.0	0.253	0.0	2.144	0.001	4.923	0.002	-0.181	0.992	0.507	0.0	0.217	0.0	6.132	0.0	0.322	0.0	0.235	0.0	2.432	0.001	5.61	0.002
5543	6293	0.00061	0.74996	0.63	35	6600	0.43722	-0.359	0.989	0.0	0.375	0.0	0.102	0.0	0.352	0.0	0.27	0.0	2.125	0.001	4.697	0.002	-0.15	1.11	0.52	0.0	0.234	0.0	6.153	0.001	0.335	0.001	0.256	0.001	2.405	0.002	5.345	0.002
5544	6294	0.00061	0.74996	0.63	35	6650	0.42578	-0.371	0.992	0.0	0.401	0.0	0.112	0.001	0.363	0.001	0.283	0.001	2.12	0.003	4.542	0.003	-0.139	inf	0.533	0.0	0.249	0.0	6.177	0.001	0.347	0.001	0.276	0.001	2.393	0.003	5.143	0.004
5551	6305	0.00061	0.74996	0.63	45	6000	0.78958	-0.103	0.761	0.0	0.051	0.0	0.648	0.0	0.367	0.0	0.14	0.0	2.935	0.0	5.763	0.0	-0.196	0.548	0.124	0.0	0.026	0.0	0.119	0.0	0.423	0.0	0.174	0.0	3.936	0.0	1.02	0.0
5552	6306	0.00061	0.74996	0.63	45	6050	0.75727	-0.121	0.753	0.0	0.082	0.0	0.503	0.0	0.555	0.0	0.313	0.0	3.073	0.0	5.907	0.0	-0.145	0.513	0.133	0.0	0.046	0.0	6.271	0.0	0.604	0.0	0.364	0.0	4.047	0.0	1.127	0.0
5553	6307	0.00061	0.74996	0.63	45	6100	0.72876	-0.137	0.746	0.0	0.105	0.0	0.35	0.0	0.576	0.0	0.38	0.0	3.244	0.0	6.191	0.0	-0.117	0.508	0.143	0.0	0.063	0.0	6.153	0.0	0.577	0.0	0.405	0.0	4.14	0.0	1.315	0.001
5554	6308	0.00061	0.74996	0.63	45	6150	0.7031	-0.153	0.739	0.0	0.13	0.0	0.192	0.0	0.525	0.0	0.388	0.0	3.375	0.001	0.171	0.001	-0.097	0.538	0.152	0.0	0.083	0.0	6.05	0.0	0.49	0.0	0.392	0.0	4.151	0.001	1.42	0.001
5555	6309	0.00061	0.74996	0.63	45	6200	0.67972	-0.168	0.734	0.0	0.16	0.0	0.063	0.0	0.457	0.0	0.366	0.0	3.431	0.001	0.355	0.002	-0.095	0.585	0.161	0.0	0.105	0.0	5.977	0.0	0.408	0.0	0.359	0.0	4.084	0.001	1.435	0.002
5556	6310	0.00061	0.74996	0.63	45	6250	0.65816	-0.182	0.729	0.0	0.192	0.0	6.269	0.001	0.404	0.001	0.328	0.001	3.37	0.002	0.458	0.003	-0.091	0.639	0.17	0.0	0.128	0.0	5.948	0.001	0.355	0.001	0.317	0.001	3.918	0.003	1.393	0.003
5557	6311	0.00061	0.74996	0.63	45	6300	0.63809	-0.195	0.725	0.0	0.224	0.0	6.224	0.001	0.381	0.001	0.286	0.001	3.202	0.004	0.493	0.005	-0.088	0.645	0.18	0.0	0.15	0.0	5.935	0.001	0.339	0.001	0.27	0.001	3.657	0.004	1.315	0.005
5558	6312	0.00061	0.74996	0.63	45	6350	0.61922	-0.208	0.722	0.0	0.256	0.0	6.202	0.001	0.384	0.001	0.251	0.001	2.983	0.004	0.449	0.005	-0.092	0.656	0.19	0.0	0.171	0.0	5.936	0.001	0.354	0.001	0.229	0.001	3.375	0.004	1.189	0.005
5559	6313	0.00061	0.74996	0.63	45	6400	0.60139	-0.221	0.72	0.0	0.287	0.0	6.202	0.001	0.404	0.001	0.222	0.001	2.78	0.003	0.296	0.006	-0.234	0.698	0.201	0.0	0.192	0.0	5.951	0.001	0.383	0.001	0.197	0.001	3.139	0.003	1.0	0.006
5560	6314	0.00061	0.74996	0.63	45	6450	0.58443	-0.233	0.719	0.0	0.317	0.0	6.214	0.001	0.433	0.001	0.204	0.001	2.621	0.002	0.033	0.004	-0.231	0.838	0.213	0.0	0.208	0.0	5.966	0.001	0.413	0.001	0.182	0.001	2.977	0.002	0.766	0.004
5561	6315	0.00061	0.74996	0.63	45	6500	0.56826	-0.245	0.719	0.0	0.346	0.0	6.233	0.001	0.462	0.001	0.208	0.001	2.501	0.002	5.963	0.004	-0.222	0.949	0.227	0.0	0.223	0.0	5.987	0.001	0.439	0.001	0.187	0.001	2.858	0.002	0.446	0.004
5562	6316	0.00061	0.74996	0.63	45	6550	0.55282	-0.257	0.719	0.0	0.373	0.0	6.257	0.0	0.482	0.001	0.233	0.0	2.416	0.001	5.639	0.003	-0.197	1.041	0.24	0.0	0.236	0.0	6.014	0.0	0.458	0.0	0.209	0.0	2.766	0.001	0.123	0.002
5563	6317	0.00061	0.74996	0.63	45	6600	0.53816	-0.269	0.72	0.0	0.398	0.0	6.277	0.0	0.493	0.001	0.262	0.0	2.353	0.001	5.399	0.002	-0.151	inf	0.253	0.0	0.25	0.0	6.045	0.0	0.473	0.0	0.243	0.0	2.689	0.001	6.109	0.002
5564	6318	0.00061	0.74996	0.63	45	6650	0.52378	-0.281	0.724	0.0	0.418	0.0	0.008	0.0	0.498	0.0	0.287	0.0	2.316	0.001	5.236	0.002	-0.142	inf	0.266	0.0	0.262	0.0	6.073	0.0	0.482	0.001	0.275	0.0	2.637	0.001	5.89	0.002
5570	6327	0.00061	0.74996	0.63	55	5950	0.96544	-0.015	0.548	0.0	0.056	0.0	0.49	0.0	0.54	0.0	0.265	0.0	3.336	0.0	0.36	0.0	-0.158	0.318	-0.104	0.0	0.032	0.0	6.145	0.0	0.559	0.0	0.298	0.0	4.528	0.0	2.208	0.0
5571	6328	0.00061	0.74996	0.63	55	6000	0.92563	-0.034	0.54	0.0	0.077	0.0	0.371	0.0	0.655	0.0	0.409	0.0	3.502	0.0	0.433	0.0	-0.132	0.319	-0.094	0.0	0.046	0.0	6.061	0.0	0.641	0.0	0.432	0.0	4.633	0.0	2.167	0.0
5572	6329	0.00061	0.74996	0.63	55	6050	0.8902	-0.051	0.532	0.0	0.098	0.0	0.246	0.0	0.635	0.0	0.452	0.0	3.65	0.0	0.643	0.0	-0.11	0.353	-0.084	0.0	0.062	0.0	6.006	0.0	0.586	0.0	0.448	0.0	4.636	0.0	2.176	0.0
5573	6330	0.00061	0.74996	0.63	55	6100	0.85835	-0.066	0.526	0.0	0.123	0.0	0.096	0.0	0.55	0.0	0.444	0.0	3.74	0.001	0.821	0.001	-0.097	0.387	-0.075	0.0	0.081	0.0	5.932	0.0	0.483	0.0	0.425	0.0	4.558	0.001	2.135	0.001
5574	6331	0.00061	0.74996	0.63	55	6150	0.82933	-0.081	0.52	0.0	0.153	0.0	6.237	0.0	0.453	0.0	0.414	0.0	3.757	0.001	0.912	0.002	-0.087	0.425	-0.066	0.0	0.102	0.0	5.857	0.0	0.384	0.0	0.39	0.0	4.42	0.001	2.028	0.002
5575	6332	0.00061	0.74996	0.63	55	6200	0.8025	-0.096	0.514	0.0	0.185	0.0	6.129	0.001	0.376	0.001	0.375	0.001	3.687	0.002	0.931	0.002	-0.087	0.481	-0.057	0.0	0.125	0.0	5.802	0.001	0.313	0.001	0.353	0.001	4.221	0.002	1.89	0.002
5576	6333	0.00061	0.74996	0.63	55	6250	0.77746	-0.109	0.51	0.0	0.22	0.0	6.068	0.001	0.332	0.001	0.327	0.001	3.53	0.003	0.879	0.003	-0.089	0.595	-0.047	0.0	0.148	0.0	5.781	0.001	0.279	0.001	0.307	0.001	3.962	0.003	1.716	0.004
5577	6334	0.00061	0.74996	0.63	55	6300	0.75392	-0.123	0.506	0.0	0.254	0.0	6.057	0.001	0.326	0.001	0.275	0.001	3.347	0.003	0.764	0.004	-0.089	0.634	-0.037	0.0	0.171	0.0	5.797	0.001	0.282	0.001	0.256	0.001	3.711	0.004	1.508	0.005
5578	6335	0.00061	0.74996	0.63	55	6350	0.73174	-0.136	0.504	0.0	0.287	0.0	6.085	0.001	0.351	0.001	0.229	0.001	3.175	0.003	0.567	0.005	-0.235	0.681	-0.027	0.0	0.193	0.0	5.841	0.001	0.316	0.001	0.209	0.001	3.508	0.003	1.238	0.005
5579	6336	0.00061	0.74996	0.63	55	6400	0.71075	-0.148	0.503	0.0	0.317	0.0	6.121	0.001	0.392	0.001	0.189	0.001	3.015	0.003	0.294	0.006	-0.232	0.724	-0.015	0.0	0.212	0.0	5.881	0.001	0.358	0.001	0.171	0.001	3.351	0.003	0.96	0.007
5580	6337	0.00061	0.74996	0.63	55	6450	0.69073	-0.161	0.503	0.0	0.345	0.0	6.16	0.001	0.44	0.001	0.169	0.001	2.877	0.003	6.234	0.007	-0.23	0.715	-0.001	0.0	0.226	0.0	5.917	0.001	0.401	0.001	0.151	0.001	3.235	0.003	0.661	0.007
5581	6338	0.00061	0.74996	0.63	55	6500	0.67137	-0.173	0.503	0.0	0.372	0.0	6.195	0.001	0.485	0.001	0.173	0.001	2.754	0.003	5.892	0.007	-0.226	0.724	0.013	0.0	0.239	0.0	5.95	0.001	0.443	0.001	0.151	0.001	3.128	0.003	0.364	0.006
5582	6339	0.00061	0.74996	0.63	55	6550	0.653	-0.185	0.504	0.0	0.396	0.0	6.22	0.001	0.518	0.001	0.188	0.001	2.658	0.002	5.651	0.004	-0.168	0.748	0.026	0.0	0.251	0.0	5.979	0.001	0.48	0.001	0.165	0.001	3.033	0.002	0.107	0.004
5583	6340	0.00061	0.74996	0.63	55	6600	0.63547	-0.197	0.506	0.0	0.417	0.0	6.249	0.001	0.538	0.001	0.206	0.001	2.588	0.002	5.506	0.004	-0.161	1.079	0.039	0.0	0.263	0.0	6.018	0.001	0.506	0.001	0.186	0.001	2.951	0.002	6.197	0.004
5591	6349	0.00061	0.74996	0.63	65	6100	0.98632	-0.006	0.343	0.0	0.141	0.0	6.192	0.0	0.477	0.0	0.425	0.0	4.122	0.001	1.494	0.001	-0.096	0.374	-0.256	0.0	0.096	0.0	5.789	0.0	0.384	0.0	0.388	0.0	4.846	0.001	2.677	0.001
5592	6350	0.00061	0.74996	0.63	65	6150	0.95355	-0.021	0.337	0.0	0.174	0.0	6.071	0.0	0.377	0.001	0.387	0.001	4.036	0.002	1.478	0.002	-0.089	0.395	-0.247	0.0	0.119	0.0	5.728	0.0	0.299	0.0	0.355	0.001	4.61	0.002	2.489	0.002
5593	6351	0.00061	0.74996	0.63	65	6200	0.92331	-0.035	0.332	0.0	0.207	0.0	6.039	0.001	0.312	0.001	0.352	0.001	3.932	0.003	1.46	0.003	-0.087	0.462	-0.239	0.0	0.141	0.0	5.739	0.001	0.247	0.001	0.324	0.001	4.41	0.004	2.348	0.003
5594	6352	0.00061	0.74996	0.63	65	6250	0.89441	-0.048	0.327	0.0	0.242	0.0	5.999	0.001	0.283	0.001	0.31	0.001	3.641	0.003	1.318	0.003	-0.088	0.466	-0.228	0.0	0.164	0.0	5.732	0.001	0.232	0.001	0.285	0.001	4.006	0.004	2.107	0.004
5595	6353	0.00061	0.74996	0.63	65	6300	0.86738	-0.062	0.324	0.0	0.275	0.0	6.006	0.001	0.284	0.001	0.267	0.001	3.406	0.003	1.165	0.004	-0.273	0.495	-0.218	0.0	0.185	0.0	5.761	0.001	0.245	0.001	0.244	0.001	3.71	0.004	1.883	0.004
5596	6354	0.00061	0.74996	0.63	65	6350	0.84175	-0.075	0.321	0.0	0.307	0.0	6.021	0.001	0.308	0.001	0.23	0.001	3.208	0.003	0.924	0.005	-0.25	0.618	-0.208	0.0	0.206	0.0	5.793	0.001	0.278	0.001	0.208	0.001	3.489	0.004	1.581	0.005
5597	6355	0.00061	0.74996	0.63	65	6400	0.8175	-0.088	0.32	0.0	0.337	0.0	6.051	0.001	0.342	0.001	0.207	0.001	3.082	0.003	0.599	0.005	-0.231	0.751	-0.196	0.0	0.224	0.0	5.824	0.001	0.308	0.001	0.188	0.001	3.374	0.003	1.271	0.005
5598	6356	0.00061	0.74996	0.63	65	6450	0.79412	-0.1	0.32	0.0	0.363	0.0	6.097	0.001	0.381	0.001	0.198	0.001	3.0	0.003	0.212	0.005	-0.23	0.812	-0.182	0.0	0.238	0.0	5.862	0.001	0.338	0.001	0.18	0.001	3.321	0.003	0.94	0.005
5599	6357	0.00061	0.74996	0.63	65	6500	0.77246	-0.112	0.32	0.0	0.387	0.0	6.148	0.001	0.426	0.001	0.204	0.001	2.924	0.003	6.082	0.006	-0.206	0.808	-0.168	0.0	0.249	0.0	5.907	0.001	0.375	0.001	0.183	0.001	3.276	0.003	0.565	0.005
5600	6358	0.00061	0.74996	0.63	65	6550	0.75056	-0.125	0.321	0.0	0.409	0.0	6.196	0.001	0.469	0.001	0.221	0.001	2.853	0.003	5.76	0.005	-0.171	0.812	-0.155	0.0	0.26	0.0	5.956	0.001	0.419	0.001	0.198	0.001	3.22	0.002	0.215	0.005
5607	6366	0.00061	0.74996	0.63	75	6300	0.97886	-0.009	0.167	0.0	0.291	0.0	5.998	0.001	0.253	0.001	0.225	0.001	3.431	0.003	1.597	0.004	-0.276	0.527	-0.374	0.0	0.195	0.0	5.763	0.001	0.219	0.001	0.201	0.001	3.695	0.004	2.317	0.004
5608	6367	0.00061	0.74996	0.63	75	6350	0.94987	-0.022	0.165	0.0	0.323	0.0	5.997	0.001	0.282	0.001	0.194	0.001	3.201	0.002	1.374	0.004	-0.258	0.57	-0.363	0.0	0.216	0.0	5.779	0.001	0.257	0.001	0.172	0.001	3.447	0.003	2.043	0.004
5609	6368	0.00061	0.74996	0.63	75	6400	0.92221	-0.035	0.163	0.0	0.352	0.0	6.011	0.001	0.315	0.001	0.173	0.001	3.059	0.003	1.056	0.006	-0.252	0.647	-0.351	0.0	0.233	0.0	5.795	0.001	0.287	0.001	0.157	0.001	3.319	0.004	1.745	0.006
5610	6369	0.00061	0.74996	0.63	75	6450	0.89581	-0.048	0.162	0.0	0.378	0.0	6.049	0.001	0.346	0.001	0.168	0.001	2.984	0.003	0.666	0.006	-0.228	0.742	-0.338	0.0	0.246	0.0	5.825	0.001	0.308	0.001	0.155	0.001	3.271	0.004	1.423	0.007
5611	6370	0.00061	0.74996	0.63	75	6500	0.87044	-0.06	0.162	0.0	0.401	0.0	6.096	0.001	0.377	0.001	0.181	0.001	2.931	0.003	0.242	0.006	-0.227	0.873	-0.324	0.0	0.257	0.0	5.864	0.001	0.33	0.001	0.164	0.001	3.241	0.003	1.048	0.006
5612	6371	0.00061	0.74996	0.63	75	6550	0.84656	-0.072	0.162	0.0	0.421	0.001	6.139	0.001	0.409	0.001	0.208	0.001	2.889	0.004	6.165	0.007	-0.197	0.908	-0.311	0.0	0.267	0.0	5.906	0.001	0.358	0.001	0.186	0.001	3.217	0.004	0.658	0.007
5618	6378	0.00061	0.74996	0.63	85	6450	0.99557	-0.002	0.025	0.0	0.389	0.0	6.048	0.001	0.329	0.001	0.109	0.001	2.98	0.003	1.117	0.008	-0.255	0.634	-0.473	0.0	0.251	0.0	5.827	0.001	0.295	0.001	0.105	0.001	3.271	0.004	1.896	0.009
5619	6379	0.00061	0.74996	0.63	85	6500	0.9673	-0.014	0.024	0.0	0.412	0.0	6.073	0.001	0.36	0.001	0.115	0.001	2.911	0.003	0.625	0.007	-0.252	0.706	-0.46	0.0	0.262	0.0	5.846	0.001	0.318	0.001	0.108	0.001	3.218	0.003	1.498	0.008
5620	6380	0.00061	0.74996	0.63	85	6550	0.94102	-0.026	0.023	0.0	0.432	0.0	6.098	0.001	0.386	0.001	0.14	0.001	2.861	0.003	0.207	0.007	-0.225	0.894	-0.447	0.0	0.272	0.0	5.871	0.001	0.339	0.001	0.126	0.001	3.177	0.003	1.062	0.007
5625	6386	0.00061	0.74996	0.63	95	6650	0.97656	-0.01	-0.102	0.0	0.463	0.0	6.096	0.0	0.406	0.0	0.127	0.0	2.775	0.001	6.068	0.004	-0.201	1.075	-0.545	0.0	0.286	0.0	5.888	0.0	0.368	0.0	0.115	0.0	3.097	0.001	0.503	0.003
5626	6390	0.00061	0.74996	0.65	35	6100	0.58577	-0.232	1.022	0.0	0.006	0.0	0.792	0.0	0.024	0.0	0.007	0.0	2.571	0.001	4.83	0.002	-0.354	inf	0.417	0.0	0.003	0.0	0.435	0.0	0.041	0.0	0.008	0.0	3.283	0.0	2.67	0.002
5627	6391	0.00061	0.74996	0.65	35	6150	0.56319	-0.249	1.015	0.0	0.104	0.0	0.628	0.0	0.44	0.0	0.231	0.0	2.693	0.0	5.327	0.0	-0.175	inf	0.424	0.0	0.057	0.0	0.233	0.0	0.495	0.0	0.271	0.0	3.429	0.0	0.208	0.0
5628	6392	0.00061	0.74996	0.65	35	6200	0.54321	-0.265	1.008	0.0	0.131	0.0	0.474	0.0	0.45	0.0	0.327	0.0	2.825	0.0	5.563	0.0	-0.146	0.845	0.433	0.0	0.077	0.0	0.081	0.0	0.467	0.0	0.359	0.0	3.554	0.0	0.44	0.0
5629	6393	0.00061	0.74996	0.65	35	6250	0.52519	-0.28	1.003	0.0	0.157	0.0	0.356	0.0	0.399	0.0	0.356	0.0	2.895	0.0	5.713	0.0	-0.13	0.848	0.442	0.0	0.096	0.0	6.275	0.0	0.389	0.0	0.377	0.0	3.553	0.0	0.501	0.0
5630	6394	0.00061	0.74996	0.65	35	6300	0.50867	-0.294	0.998	0.0	0.185	0.0	0.262	0.0	0.329	0.0	0.344	0.0	2.841	0.001	5.778	0.001	-0.117	0.825	0.45	0.0	0.117	0.0	6.217	0.0	0.31	0.0	0.353	0.0	3.393	0.001	0.453	0.001
5631	6395	0.00061	0.74996	0.65	35	6350	0.49332	-0.307	0.994	0.0	0.216	0.0	0.169	0.0	0.274	0.0	0.308	0.0	2.664	0.001	5.726	0.001	-0.114	0.808	0.46	0.0	0.139	0.0	6.154	0.0	0.259	0.0	0.308	0.0	3.098	0.001	0.293	0.001
5632	6396	0.00061	0.74996	0.65	35	6400	0.47897	-0.32	0.99	0.0	0.248	0.0	0.13	0.0	0.256	0.0	0.268	0.0	2.448	0.001	5.551	0.001	-0.219	0.799	0.469	0.0	0.161	0.0	6.139	0.0	0.25	0.0	0.262	0.0	2.794	0.001	0.02	0.001
5633	6397	0.00061	0.74996	0.65	35	6450	0.4654	-0.332	0.989	0.0	0.28	0.0	0.118	0.0	0.261	0.0	0.237	0.0	2.264	0.002	5.277	0.002	-0.221	0.887	0.481	0.0	0.181	0.0	6.143	0.0	0.259	0.0	0.227	0.0	2.568	0.002	5.975	0.002
5634	6398	0.00061	0.74996	0.65	35	6500	0.45256	-0.344	0.988	0.0	0.313	0.0	0.115	0.0	0.278	0.0	0.227	0.0	2.152	0.001	4.965	0.002	-0.214	0.942	0.493	0.0	0.2	0.0	6.151	0.0	0.274	0.0	0.217	0.0	2.432	0.002	5.63	0.002
5635	6399	0.00061	0.74996	0.65	35	6550	0.4403	-0.356	0.988	0.0	0.345	0.0	0.117	0.0	0.301	0.0	0.238	0.0	2.105	0.001	4.687	0.002	-0.18	1.033	0.507	0.0	0.217	0.0	6.159	0.0	0.288	0.0	0.223	0.0	2.369	0.002	5.335	0.003
5636	6400	0.00061	0.74996	0.65	35	6600	0.42854	-0.368	0.989	0.0	0.376	0.0	0.121	0.0	0.32	0.0	0.256	0.0	2.098	0.002	4.482	0.002	-0.147	inf	0.52	0.0	0.233	0.0	6.175	0.001	0.302	0.001	0.243	0.001	2.359	0.002	5.097	0.003
5637	6401	0.00061	0.74996	0.65	35	6650	0.41738	-0.379	0.991	0.0	0.401	0.0	0.128	0.001	0.335	0.001	0.269	0.001	2.103	0.002	4.353	0.003	-0.139	inf	0.533	0.0	0.249	0.0	6.197	0.001	0.318	0.001	0.263	0.001	2.363	0.002	4.927	0.003
5644	6413	0.00061	0.74996	0.65	45	6050	0.742	-0.13	0.753	0.0	0.081	0.0	0.551	0.0	0.518	0.0	0.273	0.0	2.969	0.0	5.723	0.0	-0.158	0.58	0.133	0.0	0.044	0.0	0.056	0.0	0.58	0.0	0.325	0.0	3.906	0.0	0.885	0.0
5645	6414	0.00061	0.74996	0.65	45	6100	0.71393	-0.146	0.746	0.0	0.105	0.0	0.397	0.0	0.562	0.0	0.354	0.0	3.138	0.0	6.011	0.0	-0.128	0.553	0.143	0.0	0.062	0.0	6.208	0.0	0.577	0.0	0.386	0.0	4.019	0.0	1.11	0.0
5646	6415	0.00061	0.74996	0.65	45	6150	0.68874	-0.162	0.74	0.0	0.13	0.0	0.236	0.0	0.525	0.0	0.373	0.0	3.275	0.0	0.014	0.001	-0.109	0.572	0.152	0.0	0.081	0.0	6.095	0.0	0.5	0.0	0.382	0.0	4.051	0.001	1.26	0.001
5647	6416	0.00061	0.74996	0.65	45	6200	0.66578	-0.177	0.734	0.0	0.159	0.0	0.109	0.0	0.463	0.0	0.359	0.0	3.337	0.001	0.233	0.001	-0.097	0.608	0.161	0.0	0.103	0.0	6.021	0.0	0.42	0.0	0.356	0.0	3.999	0.001	1.319	0.001
5648	6417	0.00061	0.74996	0.65	45	6250	0.64466	-0.191	0.729	0.0	0.191	0.0	0.034	0.001	0.41	0.001	0.331	0.001	3.272	0.002	0.364	0.003	-0.092	0.658	0.17	0.0	0.126	0.0	5.993	0.001	0.366	0.001	0.322	0.001	3.826	0.002	1.307	0.003
5649	6418	0.00061	0.74996	0.65	45	6300	0.62502	-0.204	0.725	0.0	0.222	0.0	6.26	0.001	0.381	0.001	0.298	0.001	3.089	0.003	0.4	0.004	-0.091	0.664	0.18	0.0	0.148	0.0	5.969	0.001	0.344	0.001	0.283	0.001	3.549	0.003	1.234	0.004
5650	6419	0.00061	0.74996	0.65	45	6350	0.60656	-0.217	0.722	0.0	0.254	0.0	6.226	0.001	0.379	0.001	0.267	0.001	2.87	0.003	0.333	0.004	-0.091	0.686	0.19	0.0	0.169	0.0	5.96	0.001	0.354	0.001	0.247	0.001	3.261	0.003	1.083	0.004
5651	6420	0.00061	0.74996	0.65	45	6400	0.58911	-0.23	0.72	0.0	0.285	0.0	6.225	0.001	0.396	0.001	0.24	0.001	2.672	0.003	0.149	0.004	-0.235	0.808	0.201	0.0	0.19	0.0	5.972	0.001	0.38	0.001	0.216	0.001	3.031	0.002	0.863	0.004
5652	6421	0.00061	0.74996	0.65	45	6450	0.57255	-0.242	0.719	0.0	0.316	0.0	6.236	0.001	0.421	0.001	0.224	0.001	2.521	0.003	6.146	0.005	-0.231	0.916	0.213	0.0	0.207	0.0	5.988	0.001	0.405	0.001	0.203	0.001	2.872	0.002	0.595	0.004
5653	6422	0.00061	0.74996	0.65	45	6500	0.55675	-0.254	0.719	0.0	0.345	0.0	6.258	0.001	0.445	0.001	0.232	0.001	2.411	0.002	5.788	0.003	-0.2	0.98	0.227	0.0	0.222	0.0	6.012	0.0	0.426	0.0	0.21	0.0	2.757	0.001	0.261	0.002
5654	6423	0.00061	0.74996	0.65	45	6550	0.54164	-0.266	0.719	0.0	0.373	0.0	6.281	0.001	0.463	0.001	0.257	0.001	2.34	0.002	5.472	0.003	-0.159	1.041	0.24	0.0	0.236	0.0	6.04	0.001	0.442	0.001	0.234	0.001	2.677	0.002	6.219	0.003
5655	6424	0.00061	0.74996	0.65	45	6600	0.52719	-0.278	0.721	0.0	0.399	0.0	0.018	0.0	0.472	0.0	0.284	0.0	2.291	0.001	5.242	0.002	-0.147	inf	0.253	0.0	0.25	0.0	6.072	0.0	0.453	0.0	0.266	0.0	2.614	0.001	5.932	0.002
5656	6425	0.00061	0.74996	0.65	45	6650	0.51329	-0.29	0.725	0.0	0.42	0.0	0.032	0.0	0.476	0.0	0.305	0.0	2.259	0.001	5.088	0.002	-0.137	inf	0.267	0.0	0.262	0.0	6.099	0.001	0.461	0.001	0.295	0.001	2.569	0.002	5.727	0.002
5662	6434	0.00061	0.74996	0.65	55	5950	0.94577	-0.024	0.548	0.0	0.054	0.0	0.547	0.0	0.475	0.0	0.215	0.0	3.21	0.0	0.114	0.0	-0.167	0.351	-0.104	0.0	0.029	0.0	6.227	0.0	0.506	0.0	0.25	0.0	4.353	0.0	1.887	0.0
5663	6435	0.00061	0.74996	0.65	55	6000	0.90649	-0.043	0.54	0.0	0.077	0.0	0.41	0.0	0.623	0.0	0.381	0.0	3.367	0.0	0.186	0.0	-0.139	0.35	-0.094	0.0	0.045	0.0	6.113	0.0	0.631	0.0	0.417	0.0	4.472	0.0	1.883	0.0
5664	6436	0.00061	0.74996	0.65	55	6050	0.87168	-0.06	0.533	0.0	0.098	0.0	0.273	0.0	0.623	0.0	0.437	0.0	3.525	0.0	0.41	0.0	-0.11	0.372	-0.084	0.0	0.061	0.0	6.035	0.0	0.592	0.0	0.445	0.0	4.505	0.0	1.934	0.0
5665	6437	0.00061	0.74996	0.65	55	6100	0.84038	-0.076	0.526	0.0	0.123	0.0	0.128	0.0	0.551	0.0	0.434	0.0	3.629	0.001	0.614	0.001	-0.097	0.406	-0.075	0.0	0.08	0.0	5.963	0.0	0.494	0.0	0.422	0.0	4.45	0.001	1.931	0.001
5666	6438	0.00061	0.74996	0.65	55	6150	0.81191	-0.09	0.52	0.0	0.152	0.0	6.272	0.0	0.461	0.0	0.405	0.0	3.662	0.001	0.736	0.002	-0.091	0.46	-0.066	0.0	0.101	0.0	5.889	0.0	0.397	0.0	0.386	0.0	4.332	0.001	1.858	0.002
5667	6439	0.00061	0.74996	0.65	55	6200	0.78566	-0.105	0.515	0.0	0.185	0.0	6.166	0.001	0.386	0.001	0.364	0.001	3.604	0.002	0.776	0.002	-0.09	0.531	-0.057	0.0	0.124	0.0	5.838	0.001	0.327	0.001	0.346	0.001	4.146	0.002	1.74	0.002
5668	6440	0.00061	0.74996	0.65	55	6250	0.76119	-0.119	0.51	0.0	0.219	0.0	6.108	0.001	0.347	0.001	0.315	0.001	3.457	0.003	0.738	0.004	-0.088	0.613	-0.047	0.0	0.148	0.0	5.82	0.001	0.296	0.001	0.298	0.001	3.899	0.003	1.576	0.004
5669	6441	0.00061	0.74996	0.65	55	6300	0.73837	-0.132	0.508	0.0	0.253	0.0	6.128	0.001	0.343	0.001	0.273	0.001	3.331	0.003	0.687	0.005	-0.091	0.709	-0.038	0.0	0.171	0.0	5.863	0.001	0.3	0.001	0.255	0.001	3.725	0.004	1.445	0.005
5670	6442	0.00061	0.74996	0.65	55	6350	0.71653	-0.145	0.505	0.0	0.286	0.0	6.117	0.001	0.373	0.001	0.213	0.001	3.096	0.004	0.468	0.006	-0.231	0.681	-0.026	0.0	0.192	0.0	5.871	0.001	0.339	0.001	0.194	0.001	3.441	0.004	1.131	0.006
