	Model_ID	Z	X	M	L	Teff	Period	logP	V_M0	V_err_M0	V_A1	V_A1_err	V_phi1	V_phi1_err	V_R21	V_R21_err	V_R31	V_R31_err	V_P21	V_P21_err	V_P31	V_P31_err	I_Skewness	I_acuteness	I_M0	I_err_M0	I_A1	I_A1_err	I_phi1	I_phi1_err	I_R21	I_R21_err	I_R31	I_R31_err	I_P21	I_P21_err	I_P31	I_P31_err
111	117	0.00038	0.75053	0.55	45	6550	0.60279	-0.22	0.724	0.0	0.375	0.0	6.226	0.001	0.489	0.001	0.175	0.001	2.749	0.002	5.896	0.006	-0.203	0.695	0.246	0.0	0.242	0.0	5.978	0.001	0.446	0.001	0.153	0.001	3.131	0.002	0.389	0.005
112	118	0.00038	0.75053	0.55	45	6600	0.58638	-0.232	0.725	0.0	0.399	0.0	6.265	0.001	0.517	0.001	0.192	0.001	2.65	0.002	5.677	0.004	-0.165	0.786	0.258	0.0	0.253	0.0	6.024	0.001	0.481	0.001	0.17	0.001	3.027	0.002	0.134	0.004
113	119	0.00038	0.75053	0.55	45	6650	0.57057	-0.244	0.728	0.0	0.418	0.0	0.004	0.0	0.536	0.001	0.212	0.0	2.578	0.001	5.525	0.003	-0.159	1.033	0.271	0.0	0.265	0.0	6.057	0.0	0.508	0.0	0.195	0.0	2.942	0.001	6.21	0.002
120	128	0.00038	0.75053	0.55	55	6050	0.97578	-0.011	0.539	0.0	0.095	0.0	0.107	0.0	0.662	0.0	0.463	0.0	4.265	0.001	1.63	0.001	-0.096	0.319	-0.077	0.0	0.065	0.0	5.857	0.0	0.542	0.0	0.422	0.0	5.277	0.001	3.184	0.001
121	129	0.00038	0.75053	0.55	55	6100	0.94094	-0.026	0.532	0.0	0.121	0.0	6.232	0.0	0.541	0.0	0.441	0.0	4.295	0.001	1.653	0.001	-0.098	0.366	-0.068	0.0	0.084	0.0	5.788	0.0	0.432	0.0	0.4	0.0	5.125	0.001	2.951	0.001
122	130	0.00038	0.75053	0.55	55	6150	0.90937	-0.041	0.526	0.0	0.152	0.0	6.087	0.001	0.43	0.001	0.397	0.001	4.316	0.002	1.679	0.003	-0.092	0.403	-0.06	0.0	0.105	0.0	5.714	0.001	0.336	0.001	0.358	0.001	5.007	0.002	2.768	0.003
123	131	0.00038	0.75053	0.55	55	6200	0.87921	-0.056	0.52	0.0	0.186	0.0	6.031	0.001	0.341	0.001	0.366	0.001	4.16	0.002	1.62	0.002	-0.088	0.425	-0.05	0.0	0.128	0.0	5.709	0.001	0.263	0.001	0.334	0.001	4.711	0.002	2.567	0.002
124	132	0.00038	0.75053	0.55	55	6250	0.85144	-0.07	0.515	0.0	0.22	0.0	6.015	0.001	0.287	0.001	0.331	0.001	3.959	0.003	1.557	0.003	-0.085	0.456	-0.041	0.0	0.15	0.0	5.731	0.001	0.224	0.001	0.302	0.001	4.403	0.004	2.4	0.004
125	133	0.00038	0.75053	0.55	55	6350	0.80057	-0.097	0.508	0.0	0.286	0.0	6.016	0.001	0.272	0.001	0.26	0.001	3.427	0.003	1.282	0.004	-0.277	0.524	-0.022	0.0	0.194	0.0	5.779	0.001	0.235	0.001	0.234	0.001	3.708	0.004	1.982	0.004
126	134	0.00038	0.75053	0.55	55	6400	0.77706	-0.11	0.505	0.0	0.317	0.0	6.03	0.001	0.298	0.001	0.227	0.001	3.227	0.003	1.032	0.004	-0.254	0.613	-0.011	0.0	0.214	0.0	5.806	0.001	0.268	0.001	0.203	0.001	3.492	0.003	1.693	0.004
127	135	0.00038	0.75053	0.55	55	6450	0.75469	-0.122	0.504	0.0	0.345	0.0	6.067	0.001	0.33	0.001	0.208	0.001	3.11	0.005	0.715	0.007	-0.233	0.742	0.001	0.0	0.23	0.0	5.836	0.001	0.293	0.001	0.188	0.001	3.398	0.005	1.421	0.007
128	136	0.00038	0.75053	0.55	55	6500	0.73334	-0.135	0.504	0.0	0.37	0.0	6.118	0.001	0.37	0.001	0.201	0.001	3.028	0.003	0.301	0.005	-0.251	0.802	0.015	0.0	0.243	0.0	5.881	0.001	0.323	0.001	0.183	0.001	3.351	0.003	1.062	0.005
129	137	0.00038	0.75053	0.55	55	6550	0.71321	-0.147	0.504	0.0	0.393	0.001	6.17	0.001	0.415	0.001	0.209	0.001	2.957	0.004	6.164	0.008	-0.225	0.812	0.028	0.0	0.254	0.0	5.929	0.001	0.361	0.001	0.188	0.001	3.309	0.004	0.664	0.007
130	138	0.00038	0.75053	0.55	55	6600	0.69344	-0.159	0.505	0.0	0.414	0.0	6.212	0.001	0.459	0.001	0.228	0.001	2.887	0.003	5.829	0.005	-0.171	0.828	0.041	0.0	0.264	0.0	5.974	0.001	0.407	0.001	0.206	0.001	3.253	0.003	0.282	0.005
131	139	0.00038	0.75053	0.55	55	6650	0.67467	-0.171	0.508	0.0	0.43	0.0	6.243	0.001	0.494	0.001	0.244	0.001	2.823	0.002	5.601	0.004	-0.175	0.859	0.054	0.0	0.272	0.0	6.015	0.001	0.45	0.001	0.23	0.001	3.19	0.002	6.279	0.004
138	146	0.00038	0.75053	0.55	65	6250	0.98137	-0.008	0.332	0.0	0.235	0.0	5.99	0.001	0.224	0.001	0.247	0.001	4.234	0.004	2.038	0.004	-0.284	0.508	-0.223	0.0	0.16	0.0	5.718	0.001	0.159	0.001	0.22	0.001	4.669	0.005	2.861	0.004
139	147	0.00038	0.75053	0.55	65	6300	0.95107	-0.022	0.328	0.0	0.271	0.0	5.989	0.001	0.211	0.001	0.224	0.001	3.813	0.004	1.954	0.005	-0.28	0.538	-0.214	0.0	0.183	0.0	5.743	0.001	0.163	0.001	0.199	0.001	4.099	0.006	2.718	0.005
140	148	0.00038	0.75053	0.55	65	6350	0.92241	-0.035	0.325	0.0	0.305	0.0	6.007	0.001	0.23	0.001	0.201	0.001	3.458	0.004	1.816	0.005	-0.272	0.565	-0.203	0.0	0.205	0.0	5.778	0.001	0.198	0.001	0.177	0.001	3.69	0.005	2.534	0.005
141	149	0.00038	0.75053	0.55	65	6400	0.89515	-0.048	0.323	0.0	0.336	0.0	6.024	0.001	0.263	0.001	0.175	0.001	3.222	0.003	1.599	0.005	-0.26	0.595	-0.193	0.0	0.225	0.0	5.807	0.001	0.239	0.001	0.153	0.001	3.454	0.003	2.285	0.005
142	150	0.00038	0.75053	0.55	65	6450	0.86916	-0.061	0.321	0.0	0.363	0.0	6.045	0.001	0.296	0.001	0.159	0.001	3.087	0.005	1.304	0.008	-0.258	0.616	-0.18	0.0	0.24	0.0	5.824	0.001	0.266	0.001	0.148	0.001	3.353	0.005	2.024	0.009
143	151	0.00038	0.75053	0.55	65	6500	0.84438	-0.073	0.32	0.0	0.387	0.0	6.075	0.001	0.33	0.001	0.15	0.001	2.998	0.003	0.905	0.007	-0.255	0.706	-0.167	0.0	0.252	0.0	5.847	0.001	0.291	0.001	0.142	0.001	3.288	0.003	1.698	0.007
144	152	0.00038	0.75053	0.55	65	6550	0.82093	-0.086	0.32	0.0	0.408	0.0	6.161	0.001	0.363	0.001	0.165	0.001	2.947	0.003	0.501	0.007	-0.251	0.767	-0.157	0.0	0.26	0.0	5.928	0.001	0.32	0.001	0.155	0.001	3.263	0.003	1.334	0.006
145	153	0.00038	0.75053	0.55	65	6600	0.79774	-0.098	0.319	0.0	0.429	0.0	6.145	0.001	0.39	0.001	0.187	0.001	2.894	0.003	0.064	0.005	-0.199	0.912	-0.142	0.0	0.272	0.0	5.916	0.001	0.341	0.001	0.17	0.001	3.214	0.003	0.858	0.005
146	154	0.00038	0.75053	0.55	65	6650	0.77694	-0.11	0.32	0.0	0.443	0.0	6.17	0.001	0.414	0.001	0.22	0.001	2.865	0.003	6.073	0.005	-0.195	0.957	-0.13	0.0	0.28	0.0	5.948	0.001	0.367	0.001	0.203	0.001	3.19	0.003	0.511	0.004
151	160	0.00038	0.75053	0.55	75	6450	0.98182	-0.008	0.165	0.0	0.377	0.0	6.077	0.001	0.261	0.001	0.088	0.001	3.116	0.004	1.72	0.01	-0.255	0.647	-0.335	0.0	0.246	0.0	5.855	0.001	0.232	0.001	0.082	0.001	3.396	0.004	2.385	0.011
152	161	0.00038	0.75053	0.55	75	6500	0.95385	-0.021	0.164	0.0	0.4	0.0	6.102	0.001	0.301	0.001	0.077	0.001	3.012	0.003	1.337	0.011	-0.254	0.661	-0.322	0.0	0.257	0.0	5.874	0.001	0.264	0.001	0.078	0.001	3.319	0.004	2.123	0.011
153	162	0.00038	0.75053	0.55	75	6550	0.92638	-0.033	0.162	0.0	0.422	0.0	6.111	0.001	0.339	0.001	0.078	0.001	2.932	0.003	0.804	0.01	-0.25	0.709	-0.309	0.0	0.266	0.0	5.882	0.001	0.294	0.001	0.078	0.001	3.255	0.003	1.74	0.01
154	163	0.00038	0.75053	0.55	75	6600	0.90022	-0.046	0.161	0.0	0.44	0.0	6.12	0.001	0.369	0.001	0.097	0.001	2.871	0.003	0.349	0.01	-0.255	0.876	-0.296	0.0	0.275	0.0	5.893	0.001	0.323	0.001	0.089	0.001	3.2	0.003	1.263	0.01
155	164	0.00038	0.75053	0.55	75	6650	0.8752	-0.058	0.16	0.0	0.455	0.0	6.133	0.001	0.389	0.001	0.126	0.001	2.825	0.002	0.064	0.006	-0.207	0.965	-0.285	0.0	0.283	0.0	5.914	0.001	0.347	0.001	0.114	0.001	3.151	0.002	0.851	0.006
156	165	0.00038	0.75053	0.55	75	6700	0.8514	-0.07	0.16	0.0	0.464	0.0	6.143	0.0	0.401	0.0	0.155	0.0	2.791	0.001	6.158	0.003	-0.205	1.07	-0.275	0.0	0.288	0.0	5.935	0.0	0.364	0.0	0.145	0.0	3.112	0.001	0.553	0.003
157	166	0.00038	0.75053	0.55	75	6750	0.82839	-0.082	0.159	0.0	0.468	0.0	6.125	0.0	0.405	0.0	0.177	0.0	2.752	0.001	5.985	0.003	-0.203	1.128	-0.263	0.0	0.289	0.0	5.928	0.0	0.372	0.0	0.171	0.0	3.065	0.001	0.321	0.003
158	170	0.00038	0.75053	0.55	85	6650	0.9736	-0.012	0.022	0.0	0.461	0.0	6.15	0.001	0.364	0.001	0.064	0.001	2.841	0.002	6.028	0.009	-0.254	0.89	-0.422	0.0	0.284	0.0	5.93	0.001	0.32	0.001	0.048	0.001	3.174	0.002	0.565	0.011
159	171	0.00038	0.75053	0.55	85	6700	0.94597	-0.024	0.02	0.0	0.468	0.0	6.135	0.0	0.384	0.0	0.081	0.0	2.794	0.001	5.972	0.005	-0.254	1.033	-0.412	0.0	0.287	0.0	5.927	0.0	0.346	0.0	0.069	0.0	3.123	0.001	0.379	0.005
160	172	0.00038	0.75053	0.55	85	6750	0.92006	-0.036	0.014	0.0	0.465	0.0	6.059	0.0	0.391	0.0	0.094	0.0	2.736	0.001	5.846	0.002	-0.246	1.16	-0.402	0.0	0.284	0.0	5.869	0.0	0.361	0.0	0.088	0.0	3.05	0.001	0.14	0.002
161	174	0.00038	0.75053	0.57	35	6050	0.66234	-0.179	1.038	0.0	0.008	0.0	0.715	0.0	0.051	0.0	0.003	0.0	2.8	0.0	5.678	0.006	-0.342	inf	0.415	0.0	0.004	0.0	0.206	0.0	0.071	0.0	0.005	0.0	3.774	0.001	0.81	0.008
162	175	0.00038	0.75053	0.57	35	6100	0.63511	-0.197	1.029	0.0	0.083	0.0	0.6	0.0	0.495	0.0	0.247	0.0	2.875	0.0	5.581	0.0	-0.158	0.639	0.423	0.0	0.045	0.0	0.145	0.0	0.565	0.0	0.296	0.0	3.731	0.0	0.632	0.0
163	176	0.00038	0.75053	0.57	35	6150	0.61123	-0.214	1.022	0.0	0.108	0.0	0.436	0.0	0.542	0.0	0.336	0.0	3.055	0.0	5.892	0.0	-0.128	0.605	0.432	0.0	0.063	0.0	6.273	0.0	0.563	0.0	0.37	0.0	3.887	0.0	0.924	0.0
164	177	0.00038	0.75053	0.57	35	6200	0.58988	-0.229	1.016	0.0	0.133	0.0	0.276	0.0	0.513	0.0	0.366	0.0	3.203	0.0	6.191	0.001	-0.109	0.639	0.441	0.0	0.083	0.0	6.15	0.0	0.493	0.0	0.38	0.0	3.959	0.0	1.113	0.001
165	178	0.00038	0.75053	0.57	35	6250	0.57043	-0.244	1.01	0.0	0.16	0.0	0.165	0.0	0.458	0.0	0.364	0.0	3.26	0.001	0.135	0.001	-0.099	0.684	0.449	0.0	0.104	0.0	6.084	0.0	0.42	0.0	0.363	0.0	3.922	0.001	1.202	0.002
166	179	0.00038	0.75053	0.57	35	6300	0.55249	-0.258	1.005	0.0	0.189	0.0	0.083	0.001	0.401	0.001	0.349	0.001	3.174	0.002	0.257	0.003	-0.092	0.704	0.458	0.0	0.125	0.0	6.043	0.001	0.362	0.001	0.34	0.001	3.726	0.002	1.196	0.003
167	180	0.00038	0.75053	0.57	35	6350	0.53578	-0.271	1.001	0.0	0.22	0.0	0.015	0.001	0.363	0.001	0.322	0.001	2.973	0.002	0.257	0.003	-0.092	0.73	0.467	0.0	0.147	0.0	6.005	0.001	0.333	0.001	0.306	0.001	3.427	0.002	1.096	0.003
168	181	0.00038	0.75053	0.57	35	6400	0.5201	-0.284	0.997	0.0	0.251	0.0	6.275	0.001	0.356	0.001	0.29	0.001	2.751	0.002	0.141	0.003	-0.099	0.748	0.477	0.0	0.168	0.0	6.006	0.001	0.338	0.001	0.268	0.001	3.134	0.002	0.897	0.003
169	182	0.00038	0.75053	0.57	35	6450	0.50527	-0.296	0.996	0.0	0.283	0.0	6.279	0.001	0.369	0.001	0.261	0.001	2.555	0.002	6.206	0.003	-0.233	0.848	0.488	0.0	0.188	0.0	6.021	0.0	0.357	0.0	0.237	0.0	2.906	0.001	0.659	0.002
170	183	0.00038	0.75053	0.57	35	6500	0.49118	-0.309	0.995	0.0	0.314	0.0	0.011	0.0	0.389	0.0	0.247	0.0	2.407	0.001	5.887	0.002	-0.222	0.908	0.5	0.0	0.205	0.0	6.043	0.0	0.377	0.0	0.226	0.0	2.746	0.001	0.343	0.002
171	184	0.00038	0.75053	0.57	35	6550	0.47772	-0.321	0.994	0.0	0.344	0.0	0.035	0.0	0.409	0.0	0.255	0.0	2.311	0.001	5.531	0.002	-0.195	0.961	0.513	0.0	0.22	0.0	6.069	0.0	0.392	0.0	0.233	0.0	2.64	0.001	0.002	0.002
172	185	0.00038	0.75053	0.57	35	6600	0.46485	-0.333	0.995	0.0	0.373	0.0	0.058	0.0	0.421	0.0	0.276	0.0	2.252	0.001	5.236	0.002	-0.152	1.024	0.526	0.0	0.235	0.0	6.102	0.001	0.403	0.001	0.256	0.001	2.569	0.002	5.954	0.003
173	186	0.00038	0.75053	0.57	35	6650	0.4525	-0.344	0.998	0.0	0.399	0.0	0.074	0.001	0.427	0.001	0.295	0.001	2.219	0.002	5.026	0.002	-0.14	inf	0.539	0.0	0.25	0.0	6.131	0.001	0.412	0.001	0.284	0.001	2.524	0.002	5.687	0.003
174	187	0.00038	0.75053	0.57	35	6700	0.44071	-0.356	1.002	0.0	0.419	0.0	0.088	0.001	0.431	0.001	0.308	0.001	2.203	0.002	4.887	0.003	-0.136	inf	0.553	0.0	0.263	0.0	6.156	0.001	0.418	0.001	0.303	0.001	2.498	0.003	5.505	0.004
175	188	0.00038	0.75053	0.57	35	6750	0.42931	-0.367	1.008	0.0	0.437	0.001	0.101	0.001	0.433	0.001	0.317	0.001	2.195	0.004	4.782	0.005	-0.134	inf	0.568	0.0	0.272	0.0	6.175	0.001	0.419	0.002	0.314	0.001	2.484	0.004	5.379	0.006
182	197	0.00038	0.75053	0.57	45	5950	0.88036	-0.055	0.776	0.0	0.007	0.0	0.637	0.0	0.071	0.0	0.004	0.0	3.144	0.0	0.708	0.004	-0.291	inf	0.121	0.0	0.004	0.0	0.078	0.0	0.068	0.0	0.009	0.0	4.232	0.0	0.988	0.003
183	198	0.00038	0.75053	0.57	45	6000	0.84148	-0.075	0.768	0.0	0.062	0.0	0.51	0.0	0.56	0.0	0.291	0.0	3.249	0.0	0.075	0.0	-0.153	0.351	0.131	0.0	0.034	0.0	6.201	0.0	0.6	0.0	0.338	0.0	4.377	0.0	1.803	0.0
184	199	0.00038	0.75053	0.57	45	6050	0.80756	-0.093	0.76	0.0	0.083	0.0	0.386	0.0	0.645	0.0	0.41	0.0	3.412	0.0	0.241	0.0	-0.137	0.362	0.141	0.0	0.049	0.0	6.114	0.0	0.647	0.0	0.439	0.0	4.467	0.0	1.864	0.0
185	200	0.00038	0.75053	0.57	45	6100	0.77735	-0.109	0.753	0.0	0.104	0.0	0.242	0.0	0.61	0.0	0.444	0.0	3.569	0.0	0.491	0.0	-0.101	0.387	0.15	0.0	0.066	0.0	6.033	0.0	0.569	0.0	0.444	0.0	4.486	0.0	1.935	0.001
186	201	0.00038	0.75053	0.57	45	6150	0.75005	-0.125	0.746	0.0	0.13	0.0	0.088	0.0	0.524	0.0	0.433	0.0	3.669	0.001	0.676	0.001	-0.095	0.433	0.159	0.0	0.086	0.0	5.949	0.0	0.462	0.0	0.418	0.0	4.436	0.001	1.917	0.001
187	202	0.00038	0.75053	0.57	45	6200	0.72545	-0.139	0.741	0.0	0.159	0.0	6.221	0.0	0.434	0.0	0.404	0.0	3.727	0.001	0.81	0.002	-0.091	0.55	0.167	0.0	0.108	0.0	5.86	0.0	0.368	0.0	0.383	0.0	4.366	0.002	1.871	0.002
188	203	0.00038	0.75053	0.57	45	6250	0.70197	-0.154	0.735	0.0	0.193	0.0	6.15	0.001	0.372	0.001	0.359	0.001	3.62	0.002	0.791	0.003	-0.09	0.6	0.177	0.0	0.131	0.0	5.837	0.001	0.313	0.001	0.341	0.001	4.141	0.003	1.708	0.003
189	204	0.00038	0.75053	0.57	45	6300	0.68037	-0.167	0.731	0.0	0.227	0.0	6.111	0.001	0.343	0.001	0.309	0.001	3.465	0.004	0.746	0.005	-0.088	0.647	0.187	0.0	0.154	0.0	5.83	0.001	0.292	0.001	0.29	0.001	3.896	0.005	1.556	0.005
190	205	0.00038	0.75053	0.57	45	6350	0.66006	-0.18	0.728	0.0	0.26	0.0	6.117	0.001	0.351	0.001	0.259	0.001	3.279	0.004	0.646	0.006	-0.089	0.684	0.196	0.0	0.177	0.0	5.857	0.001	0.309	0.001	0.237	0.001	3.65	0.004	1.368	0.006
191	206	0.00038	0.75053	0.57	45	6400	0.64086	-0.193	0.726	0.0	0.292	0.0	6.144	0.001	0.383	0.001	0.209	0.001	3.077	0.003	0.467	0.006	-0.231	0.669	0.207	0.0	0.198	0.0	5.899	0.001	0.35	0.001	0.187	0.001	3.423	0.003	1.129	0.006
192	207	0.00038	0.75053	0.57	45	6450	0.62261	-0.206	0.726	0.0	0.321	0.0	6.211	0.001	0.431	0.001	0.176	0.001	2.922	0.002	0.206	0.005	-0.23	0.669	0.218	0.0	0.215	0.0	5.967	0.001	0.398	0.001	0.158	0.001	3.289	0.002	0.901	0.005
193	208	0.00038	0.75053	0.57	45	6500	0.60522	-0.218	0.725	0.0	0.349	0.0	6.209	0.001	0.467	0.001	0.17	0.001	2.751	0.002	6.154	0.006	-0.226	0.689	0.233	0.0	0.228	0.0	5.962	0.001	0.432	0.001	0.15	0.001	3.121	0.002	0.619	0.005
194	209	0.00038	0.75053	0.57	45	6550	0.58853	-0.23	0.725	0.0	0.376	0.0	6.234	0.001	0.501	0.001	0.181	0.001	2.636	0.002	5.844	0.005	-0.199	0.739	0.247	0.0	0.241	0.0	5.988	0.001	0.465	0.001	0.158	0.001	3.012	0.002	0.339	0.005
195	210	0.00038	0.75053	0.57	45	6600	0.57263	-0.242	0.726	0.0	0.399	0.0	6.262	0.001	0.521	0.001	0.206	0.001	2.551	0.002	5.639	0.003	-0.162	0.931	0.259	0.0	0.253	0.0	6.024	0.001	0.491	0.001	0.183	0.001	2.917	0.001	0.093	0.003
196	211	0.00038	0.75053	0.57	45	6650	0.5574	-0.254	0.729	0.0	0.419	0.0	0.004	0.0	0.536	0.0	0.227	0.0	2.486	0.001	5.517	0.002	-0.154	inf	0.272	0.0	0.264	0.0	6.059	0.0	0.512	0.0	0.21	0.0	2.84	0.001	6.206	0.001
197	212	0.00038	0.75053	0.57	45	6700	0.54284	-0.265	0.733	0.0	0.435	0.0	0.018	0.0	0.538	0.0	0.251	0.0	2.434	0.001	5.405	0.002	-0.162	inf	0.286	0.0	0.274	0.0	6.083	0.001	0.518	0.001	0.237	0.001	2.774	0.002	6.059	0.003
204	220	0.00038	0.75053	0.57	55	6000	0.98921	-0.005	0.547	0.0	0.074	0.0	0.228	0.0	0.735	0.0	0.447	0.0	3.964	0.0	1.255	0.0	-0.356	0.277	-0.086	0.0	0.049	0.0	5.889	0.0	0.645	0.0	0.432	0.0	5.153	0.0	3.067	0.001
205	221	0.00038	0.75053	0.57	55	6050	0.95159	-0.022	0.54	0.0	0.096	0.0	0.17	0.0	0.662	0.0	0.471	0.0	4.072	0.001	1.348	0.001	-0.099	0.333	-0.077	0.0	0.064	0.0	5.923	0.0	0.563	0.0	0.439	0.0	5.076	0.001	2.898	0.001
206	222	0.00038	0.75053	0.57	55	6100	0.91761	-0.037	0.533	0.0	0.122	0.0	0.002	0.0	0.547	0.0	0.455	0.0	4.115	0.001	1.423	0.001	-0.098	0.368	-0.068	0.0	0.083	0.0	5.842	0.0	0.45	0.0	0.418	0.0	4.934	0.001	2.724	0.001
207	223	0.00038	0.75053	0.57	55	6150	0.88644	-0.052	0.526	0.0	0.153	0.0	6.137	0.0	0.436	0.0	0.418	0.0	4.097	0.001	1.452	0.001	-0.092	0.389	-0.059	0.0	0.105	0.0	5.764	0.0	0.349	0.0	0.384	0.0	4.757	0.001	2.548	0.001
208	224	0.00038	0.75053	0.57	55	6200	0.85752	-0.067	0.521	0.0	0.186	0.0	6.044	0.001	0.348	0.001	0.381	0.001	4.0	0.002	1.426	0.002	-0.087	0.418	-0.05	0.0	0.128	0.0	5.722	0.001	0.275	0.001	0.351	0.001	4.532	0.002	2.374	0.002
209	225	0.00038	0.75053	0.57	55	6250	0.83052	-0.081	0.516	0.0	0.22	0.0	6.014	0.001	0.298	0.001	0.344	0.001	3.82	0.003	1.355	0.003	-0.087	0.464	-0.041	0.0	0.15	0.0	5.73	0.001	0.238	0.001	0.317	0.001	4.253	0.004	2.192	0.003
210	226	0.00038	0.75053	0.57	55	6300	0.8051	-0.094	0.512	0.0	0.253	0.0	6.015	0.001	0.281	0.001	0.303	0.001	3.59	0.004	1.242	0.004	-0.088	0.493	-0.031	0.0	0.172	0.0	5.757	0.001	0.233	0.001	0.277	0.001	3.935	0.004	1.997	0.004
211	227	0.00038	0.75053	0.57	55	6350	0.78106	-0.107	0.509	0.0	0.286	0.0	6.029	0.001	0.292	0.001	0.261	0.001	3.363	0.003	1.058	0.004	-0.254	0.58	-0.021	0.0	0.194	0.0	5.791	0.001	0.256	0.001	0.237	0.001	3.658	0.004	1.746	0.004
212	228	0.00038	0.75053	0.57	55	6400	0.75827	-0.12	0.507	0.0	0.315	0.0	6.101	0.001	0.316	0.001	0.239	0.001	3.231	0.003	0.843	0.005	-0.254	0.689	-0.012	0.0	0.212	0.0	5.869	0.001	0.286	0.001	0.217	0.001	3.523	0.004	1.504	0.005
213	229	0.00038	0.75053	0.57	55	6450	0.73649	-0.133	0.506	0.0	0.345	0.0	6.098	0.001	0.359	0.001	0.204	0.001	3.079	0.005	0.435	0.008	-0.231	0.764	0.003	0.0	0.229	0.0	5.863	0.001	0.319	0.001	0.186	0.001	3.391	0.005	1.14	0.008
214	230	0.00038	0.75053	0.57	55	6500	0.71579	-0.145	0.506	0.0	0.37	0.0	6.153	0.001	0.406	0.001	0.198	0.001	2.988	0.003	0.019	0.006	-0.228	0.779	0.016	0.0	0.242	0.0	5.911	0.001	0.358	0.001	0.179	0.001	3.336	0.003	0.772	0.005
215	231	0.00038	0.75053	0.57	55	6550	0.69581	-0.158	0.507	0.0	0.394	0.0	6.202	0.001	0.455	0.001	0.205	0.001	2.896	0.003	5.912	0.006	-0.203	0.767	0.03	0.0	0.253	0.0	5.958	0.001	0.404	0.001	0.182	0.001	3.268	0.003	0.392	0.005
216	232	0.00038	0.75053	0.57	55	6600	0.67687	-0.169	0.508	0.0	0.415	0.0	6.239	0.001	0.497	0.001	0.219	0.001	2.814	0.002	5.64	0.005	-0.169	0.799	0.043	0.0	0.263	0.0	6.001	0.001	0.45	0.001	0.199	0.001	3.188	0.002	0.069	0.004
217	233	0.00038	0.75053	0.57	55	6650	0.65858	-0.181	0.512	0.0	0.431	0.0	6.263	0.001	0.527	0.001	0.231	0.001	2.741	0.002	5.467	0.003	-0.169	0.887	0.056	0.0	0.272	0.0	6.036	0.0	0.49	0.0	0.217	0.0	3.111	0.001	6.128	0.002
224	240	0.00038	0.75053	0.57	65	6200	0.98781	-0.005	0.337	0.0	0.202	0.0	6.019	0.001	0.289	0.001	0.301	0.001	4.347	0.003	1.92	0.003	-0.089	0.464	-0.232	0.0	0.139	0.0	5.715	0.001	0.212	0.001	0.268	0.001	4.887	0.004	2.823	0.004
225	241	0.00038	0.75053	0.57	65	6250	0.95672	-0.019	0.333	0.0	0.238	0.0	6.007	0.001	0.244	0.001	0.273	0.001	4.031	0.004	1.853	0.004	-0.286	0.49	-0.223	0.0	0.162	0.0	5.738	0.001	0.184	0.001	0.245	0.001	4.431	0.005	2.667	0.004
226	242	0.00038	0.75053	0.57	65	6300	0.92738	-0.033	0.329	0.0	0.273	0.0	6.007	0.001	0.234	0.001	0.246	0.001	3.669	0.004	1.744	0.004	-0.281	0.517	-0.213	0.0	0.184	0.0	5.762	0.001	0.191	0.001	0.22	0.001	3.958	0.005	2.494	0.004
227	243	0.00038	0.75053	0.57	65	6350	0.8996	-0.046	0.326	0.0	0.306	0.0	6.008	0.001	0.252	0.001	0.218	0.001	3.373	0.004	1.574	0.005	-0.274	0.553	-0.203	0.0	0.206	0.0	5.782	0.001	0.222	0.001	0.193	0.001	3.617	0.005	2.27	0.005
228	244	0.00038	0.75053	0.57	65	6400	0.87318	-0.059	0.324	0.0	0.337	0.0	6.019	0.001	0.284	0.001	0.192	0.001	3.172	0.003	1.315	0.005	-0.256	0.597	-0.192	0.0	0.225	0.0	5.802	0.001	0.258	0.001	0.171	0.001	3.414	0.003	1.988	0.005
229	245	0.00038	0.75053	0.57	65	6450	0.84799	-0.072	0.323	0.0	0.364	0.0	6.048	0.001	0.316	0.001	0.178	0.001	3.06	0.005	0.982	0.008	-0.254	0.712	-0.179	0.0	0.24	0.0	5.825	0.001	0.282	0.001	0.163	0.001	3.33	0.005	1.708	0.008
230	246	0.00038	0.75053	0.57	65	6500	0.82368	-0.084	0.322	0.0	0.388	0.0	6.089	0.001	0.349	0.001	0.175	0.001	2.989	0.004	0.556	0.008	-0.254	0.828	-0.166	0.0	0.252	0.0	5.859	0.001	0.306	0.001	0.161	0.001	3.285	0.004	1.346	0.007
231	247	0.00038	0.75053	0.57	65	6550	0.80073	-0.097	0.321	0.0	0.41	0.0	6.135	0.001	0.384	0.001	0.193	0.001	2.935	0.003	0.127	0.006	-0.228	0.866	-0.153	0.0	0.263	0.0	5.901	0.001	0.333	0.001	0.174	0.001	3.256	0.003	0.934	0.006
232	248	0.00038	0.75053	0.57	65	6600	0.7787	-0.109	0.322	0.0	0.428	0.0	6.173	0.001	0.417	0.001	0.221	0.001	2.897	0.003	6.078	0.005	-0.197	0.901	-0.14	0.0	0.272	0.0	5.942	0.001	0.365	0.001	0.2	0.001	3.231	0.003	0.549	0.005
238	255	0.00038	0.75053	0.57	75	6400	0.98604	-0.006	0.167	0.0	0.351	0.0	6.038	0.001	0.25	0.001	0.131	0.001	3.204	0.004	1.803	0.007	-0.261	0.623	-0.347	0.0	0.233	0.0	5.821	0.001	0.228	0.001	0.114	0.001	3.444	0.005	2.486	0.008
